#id:	contig_1971
#START	STOP	FRAME	CONTIG	SCORE
171	22	-	contig_1971	-1.352630668896126285106936100	
386	255	-	contig_1971	-2.144945867911276810767071770	
632	477	-	contig_1971	-1.671878691865617514928366690	
954	847	-	contig_1971	-1.596377920231287991370378571	
1718	1008	-	contig_1971	-4844.281871655901304955624376	
2214	1705	-	contig_1971	-15504.33852184997647504152144	
2325	2224	-	contig_1971	-5.246146000009046453665437153	
2453	2364	-	contig_1971	-0.09582650591437486841677658408	
3278	2490	-	contig_1971	-29396.74147443792884405499588	
3483	3259	-	contig_1971	-6.177645926054120497818205799	
3505	3606	+	contig_1971	-1.546455668680986293380610594	
3614	3748	+	contig_1971	-0.1994085383705627278418481124	
3748	3849	+	contig_1971	-1.216071815097483948817114225	
3933	4109	+	contig_1971	-15.68845643745179274884508561	
4166	4321	+	contig_1971	-0.1060728920095293490256174774	
4361	4519	+	contig_1971	-0.1094841570861495243613627937	
4617	4805	+	contig_1971	-2.403877779239920418461147265	
4835	4936	+	contig_1971	-3.061439875305407692580287235	
5062	5277	+	contig_1971	-7.090523450416789753775810893	
5341	5463	+	contig_1971	-1.228682665846125249226357313	
5497	5628	+	contig_1971	-7.296877862120481076838331873	
5801	6037	+	contig_1971	-2.500465913264851810290714775	
6122	6472	+	contig_1971	-0.6588636759787763764118928007	
6432	6599	+	contig_1971	-0.1669917706996699167316838429	
6660	6827	+	contig_1971	-7.528325535321339213965609763	
6858	6947	+	contig_1971	-5.603025166784568207160578295	
6978	7073	+	contig_1971	-0.1057954371261719316403699627	
7161	7262	+	contig_1971	-0.07280287914927061483222624135	
7247	7399	+	contig_1971	-3.446128207009573319754723384	
7399	7518	+	contig_1971	-0.2629111275782951421180791941	
7511	7609	+	contig_1971	-4.515249974116439011336960376	
7641	7751	+	contig_1971	-0.2448934256768836919989122887	
7794	7907	+	contig_1971	-3.713609930089393448500709442	
7944	8048	+	contig_1971	-0.1465474664179433996799532840	
8122	8322	+	contig_1971	-7.072195385760994133724723796	
8334	8555	+	contig_1971	-1.440892733467134685787167049	
8594	8806	+	contig_1971	-1.394402236645285856131871035	
8899	8994	+	contig_1971	-4.977742744857944133033270779	
9004	9168	+	contig_1971	-0.9690187396814483356445334383	
9292	9405	+	contig_1971	-0.1043154163575479788769318615	
