locus_tag	ftype	length_bp	gene	EC_number	COG	product
BALMGDEK_00001	CDS	786				hypothetical protein
BALMGDEK_00002	CDS	1251				hypothetical protein
BALMGDEK_00003	CDS	1434				hypothetical protein
BALMGDEK_00004	CDS	1035				hypothetical protein
BALMGDEK_00005	CDS	597				hypothetical protein
BALMGDEK_00006	CDS	1011				hypothetical protein
BALMGDEK_00007	CDS	360				hypothetical protein
BALMGDEK_00008	CDS	369				hypothetical protein
BALMGDEK_00009	CDS	441				hypothetical protein
BALMGDEK_00010	CDS	408				hypothetical protein
BALMGDEK_00011	CDS	1428				hypothetical protein
BALMGDEK_00012	CDS	483	xkdM			Phage-like element PBSX protein XkdM
BALMGDEK_00013	CDS	426				hypothetical protein
BALMGDEK_00014	CDS	456				hypothetical protein
