#id:	circular_pair_330
#START	STOP	FRAME	CONTIG	SCORE
164	42	-	circular_pair_330	-142.4898946726489269005948284	
510	178	-	circular_pair_330	-995.8453254686008835323985205	
1084	536	-	circular_pair_330	-5479139.753097821694597441259	
1416	1111	-	circular_pair_330	-11000.43309030954470024170746	
2144	1443	-	circular_pair_330	-5467007.384787132274486796481	
2497	2156	-	circular_pair_330	-701.3456557256438860008085129	
2765	2502	-	circular_pair_330	-471.8966110313593509859013614	
3089	2796	-	circular_pair_330	-615.7865149838373621762983513	
3368	3105	-	circular_pair_330	-817.2504699555271609827548992	
3657	3382	-	circular_pair_330	-17436.16531627248358286644479	
4234	3881	-	circular_pair_330	-1036.577128727861724316544290	
4704	4372	-	circular_pair_330	-455076.5611740753254316038140	
5188	5099	-	circular_pair_330	-0.7044925853215573003144334709	
5514	5197	-	circular_pair_330	-442.2968854587132053745280382	
5923	5519	-	circular_pair_330	-22838.36896112682616195957204	
6326	5928	-	circular_pair_330	-671.5539708539861098094567858	
