locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNIHINME_00001	CDS	606				hypothetical protein
HNIHINME_00002	CDS	690				hypothetical protein
HNIHINME_00003	CDS	1053				hypothetical protein
HNIHINME_00004	CDS	324				hypothetical protein
HNIHINME_00005	CDS	465				hypothetical protein
HNIHINME_00006	CDS	1149				hypothetical protein
HNIHINME_00007	CDS	555				hypothetical protein
HNIHINME_00008	CDS	987				hypothetical protein
HNIHINME_00009	CDS	303				hypothetical protein
HNIHINME_00010	CDS	390				hypothetical protein
HNIHINME_00011	CDS	165				hypothetical protein
HNIHINME_00012	CDS	399				hypothetical protein
HNIHINME_00013	CDS	303				hypothetical protein
HNIHINME_00014	CDS	321				hypothetical protein
HNIHINME_00015	CDS	546				hypothetical protein
