locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELHEPFAM_00001	CDS	1191				hypothetical protein
ELHEPFAM_00002	CDS	924				hypothetical protein
ELHEPFAM_00003	CDS	1083				hypothetical protein
ELHEPFAM_00004	CDS	642				hypothetical protein
ELHEPFAM_00005	CDS	915				hypothetical protein
ELHEPFAM_00006	CDS	330				hypothetical protein
ELHEPFAM_00007	CDS	1215				hypothetical protein
ELHEPFAM_00008	CDS	315				hypothetical protein
ELHEPFAM_00009	CDS	336				hypothetical protein
ELHEPFAM_00010	CDS	303				hypothetical protein
ELHEPFAM_00011	CDS	567				hypothetical protein
ELHEPFAM_00012	CDS	294				hypothetical protein
ELHEPFAM_00013	CDS	267				hypothetical protein
ELHEPFAM_00014	CDS	255				hypothetical protein
ELHEPFAM_00015	CDS	246				hypothetical protein
ELHEPFAM_00016	CDS	234				hypothetical protein
ELHEPFAM_00017	CDS	342				hypothetical protein
ELHEPFAM_00018	CDS	393				hypothetical protein
ELHEPFAM_00019	CDS	279				hypothetical protein
ELHEPFAM_00020	CDS	444				hypothetical protein
ELHEPFAM_00021	CDS	180				hypothetical protein
ELHEPFAM_00022	CDS	294				hypothetical protein
ELHEPFAM_00023	CDS	339				hypothetical protein
ELHEPFAM_00024	CDS	189				hypothetical protein
ELHEPFAM_00025	CDS	837				hypothetical protein
ELHEPFAM_00026	CDS	228				hypothetical protein
ELHEPFAM_00027	CDS	369				Single-stranded DNA-binding protein
ELHEPFAM_00028	CDS	378				hypothetical protein
ELHEPFAM_00029	CDS	600				hypothetical protein
ELHEPFAM_00030	CDS	321				hypothetical protein
ELHEPFAM_00031	CDS	450				hypothetical protein
ELHEPFAM_00032	CDS	489				hypothetical protein
ELHEPFAM_00033	CDS	168				hypothetical protein
ELHEPFAM_00034	CDS	399				hypothetical protein
ELHEPFAM_00035	CDS	345				hypothetical protein
ELHEPFAM_00036	CDS	303				hypothetical protein
ELHEPFAM_00037	CDS	684				hypothetical protein
ELHEPFAM_00038	CDS	318				hypothetical protein
ELHEPFAM_00039	CDS	543				hypothetical protein
ELHEPFAM_00040	CDS	465				hypothetical protein
ELHEPFAM_00041	CDS	342				hypothetical protein
ELHEPFAM_00042	CDS	405				hypothetical protein
ELHEPFAM_00043	CDS	423				hypothetical protein
ELHEPFAM_00044	CDS	1287			COG1783	putative protein
ELHEPFAM_00045	CDS	2169				hypothetical protein
ELHEPFAM_00046	CDS	1977				hypothetical protein
ELHEPFAM_00047	CDS	699				hypothetical protein
ELHEPFAM_00048	CDS	384				hypothetical protein
ELHEPFAM_00049	CDS	339				hypothetical protein
ELHEPFAM_00050	CDS	462				hypothetical protein
ELHEPFAM_00051	CDS	627				hypothetical protein
ELHEPFAM_00052	CDS	411				hypothetical protein
ELHEPFAM_00053	CDS	351				hypothetical protein
ELHEPFAM_00054	CDS	216				hypothetical protein
ELHEPFAM_00055	CDS	144				hypothetical protein
ELHEPFAM_00056	CDS	282				hypothetical protein
