locus_tag	ftype	length_bp	gene	EC_number	COG	product
KCHCAALD_00001	CDS	207				hypothetical protein
KCHCAALD_00002	CDS	210				hypothetical protein
KCHCAALD_00003	CDS	675				hypothetical protein
KCHCAALD_00004	CDS	477				hypothetical protein
KCHCAALD_00005	CDS	546				hypothetical protein
KCHCAALD_00006	CDS	399				hypothetical protein
KCHCAALD_00007	CDS	1281			COG1783	putative protein
KCHCAALD_00008	CDS	2211				hypothetical protein
KCHCAALD_00009	CDS	2055				hypothetical protein
KCHCAALD_00010	CDS	696				hypothetical protein
KCHCAALD_00011	CDS	384				hypothetical protein
KCHCAALD_00012	CDS	327				hypothetical protein
KCHCAALD_00013	CDS	462				hypothetical protein
KCHCAALD_00014	CDS	612				hypothetical protein
KCHCAALD_00015	CDS	423				hypothetical protein
KCHCAALD_00016	CDS	375				hypothetical protein
KCHCAALD_00017	CDS	2925				hypothetical protein
KCHCAALD_00018	CDS	900				hypothetical protein
KCHCAALD_00019	CDS	1062				hypothetical protein
KCHCAALD_00020	CDS	690				hypothetical protein
KCHCAALD_00021	CDS	957				hypothetical protein
KCHCAALD_00022	CDS	258				hypothetical protein
KCHCAALD_00023	CDS	1209				hypothetical protein
KCHCAALD_00024	CDS	333				hypothetical protein
KCHCAALD_00025	CDS	597				hypothetical protein
KCHCAALD_00026	CDS	414				hypothetical protein
KCHCAALD_00027	CDS	177				hypothetical protein
KCHCAALD_00028	CDS	426				hypothetical protein
KCHCAALD_00029	CDS	441				hypothetical protein
KCHCAALD_00030	CDS	222				hypothetical protein
KCHCAALD_00031	CDS	345				hypothetical protein
KCHCAALD_00032	CDS	405				hypothetical protein
KCHCAALD_00033	CDS	387				hypothetical protein
KCHCAALD_00034	CDS	366				hypothetical protein
KCHCAALD_00035	CDS	351				hypothetical protein
KCHCAALD_00036	CDS	390				hypothetical protein
KCHCAALD_00037	CDS	1242				hypothetical protein
KCHCAALD_00038	CDS	879				hypothetical protein
KCHCAALD_00039	CDS	615				hypothetical protein
KCHCAALD_00040	CDS	771				hypothetical protein
KCHCAALD_00041	CDS	528				hypothetical protein
KCHCAALD_00042	CDS	237				hypothetical protein
