#id:	circular_pair_3442
#START	STOP	FRAME	CONTIG	SCORE
194	6	-	circular_pair_3442	-33.21995184553887279288185282	
643	203	-	circular_pair_3442	-64167.01609965260802768984476	
1021	656	-	circular_pair_3442	-1122.066768419383021662927612	
1165	1416	+	circular_pair_3442	-26.74492239730874858913164570	
1420	1629	+	circular_pair_3442	-36.59560838295107446489537084	
1650	2072	+	circular_pair_3442	-903.7895764513584229724644458	
2081	3088	+	circular_pair_3442	-34037882.81995007199903734587	
3147	3040	-	circular_pair_3442	-1.780177133023048028532551464	
3400	3308	-	circular_pair_3442	-0.4990777759335386628005528900	
3594	3370	-	circular_pair_3442	-127.2815086936654087613108798	
