locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPNDFCI_00001	CDS	798				hypothetical protein
BIPNDFCI_00002	CDS	1251				hypothetical protein
BIPNDFCI_00003	CDS	1437				hypothetical protein
BIPNDFCI_00004	CDS	1407				hypothetical protein
BIPNDFCI_00005	CDS	210				hypothetical protein
BIPNDFCI_00006	CDS	312				hypothetical protein
BIPNDFCI_00007	CDS	597				hypothetical protein
BIPNDFCI_00008	CDS	1017				hypothetical protein
BIPNDFCI_00009	CDS	360				hypothetical protein
BIPNDFCI_00010	CDS	369				hypothetical protein
BIPNDFCI_00011	CDS	441				hypothetical protein
BIPNDFCI_00012	CDS	408				hypothetical protein
BIPNDFCI_00013	CDS	1428				hypothetical protein
BIPNDFCI_00014	CDS	489	xkdM			Phage-like element PBSX protein XkdM
BIPNDFCI_00015	CDS	417				hypothetical protein
