locus_tag	ftype	length_bp	gene	EC_number	COG	product
CLPKKFCF_00001	CDS	366	ssb		COG0629	Single-stranded DNA-binding protein
CLPKKFCF_00002	CDS	381				hypothetical protein
CLPKKFCF_00003	CDS	585				hypothetical protein
CLPKKFCF_00004	CDS	300				hypothetical protein
CLPKKFCF_00005	CDS	591				hypothetical protein
CLPKKFCF_00006	CDS	291				hypothetical protein
CLPKKFCF_00007	CDS	171				hypothetical protein
CLPKKFCF_00008	CDS	378				hypothetical protein
CLPKKFCF_00009	CDS	381				hypothetical protein
CLPKKFCF_00010	CDS	303				hypothetical protein
CLPKKFCF_00011	CDS	684				hypothetical protein
CLPKKFCF_00012	CDS	318				hypothetical protein
CLPKKFCF_00013	CDS	306				hypothetical protein
CLPKKFCF_00014	CDS	255				hypothetical protein
CLPKKFCF_00015	CDS	471				hypothetical protein
CLPKKFCF_00016	CDS	339				hypothetical protein
CLPKKFCF_00017	CDS	882	banIM	2.1.1.37		Modification methylase BanI
CLPKKFCF_00018	CDS	1278			COG1783	putative protein
CLPKKFCF_00019	CDS	2184				hypothetical protein
CLPKKFCF_00020	CDS	1971				hypothetical protein
CLPKKFCF_00021	CDS	696				hypothetical protein
CLPKKFCF_00022	CDS	384				hypothetical protein
CLPKKFCF_00023	CDS	339				hypothetical protein
CLPKKFCF_00024	CDS	462				hypothetical protein
CLPKKFCF_00025	CDS	612				hypothetical protein
CLPKKFCF_00026	CDS	393				hypothetical protein
CLPKKFCF_00027	CDS	354				hypothetical protein
CLPKKFCF_00028	CDS	2232				hypothetical protein
CLPKKFCF_00029	CDS	927				hypothetical protein
CLPKKFCF_00030	CDS	1107				hypothetical protein
CLPKKFCF_00031	CDS	687				hypothetical protein
CLPKKFCF_00032	CDS	1023				hypothetical protein
CLPKKFCF_00033	CDS	282				hypothetical protein
CLPKKFCF_00034	CDS	1206				hypothetical protein
CLPKKFCF_00035	CDS	354				hypothetical protein
CLPKKFCF_00036	CDS	420				hypothetical protein
CLPKKFCF_00037	CDS	543				hypothetical protein
CLPKKFCF_00038	CDS	294				hypothetical protein
CLPKKFCF_00039	CDS	282				hypothetical protein
CLPKKFCF_00040	CDS	342				hypothetical protein
CLPKKFCF_00041	CDS	396				hypothetical protein
CLPKKFCF_00042	CDS	282				hypothetical protein
CLPKKFCF_00043	CDS	444				hypothetical protein
CLPKKFCF_00044	CDS	180				hypothetical protein
CLPKKFCF_00045	CDS	294				hypothetical protein
CLPKKFCF_00046	CDS	192				hypothetical protein
CLPKKFCF_00047	CDS	666				hypothetical protein
