locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBLHFOHG_00001	CDS	825				hypothetical protein
CBLHFOHG_00002	CDS	471				hypothetical protein
CBLHFOHG_00003	CDS	1227				hypothetical protein
CBLHFOHG_00004	CDS	1272				hypothetical protein
CBLHFOHG_00005	CDS	840				hypothetical protein
CBLHFOHG_00006	CDS	1125				hypothetical protein
CBLHFOHG_00007	CDS	501				hypothetical protein
CBLHFOHG_00008	CDS	1035				hypothetical protein
CBLHFOHG_00009	CDS	390				hypothetical protein
CBLHFOHG_00010	CDS	462				hypothetical protein
CBLHFOHG_00011	CDS	327				hypothetical protein
CBLHFOHG_00012	CDS	447				hypothetical protein
CBLHFOHG_00013	CDS	1512				hypothetical protein
CBLHFOHG_00014	CDS	432				hypothetical protein
CBLHFOHG_00015	CDS	417				hypothetical protein
CBLHFOHG_00016	CDS	1776				hypothetical protein
CBLHFOHG_00017	CDS	711				hypothetical protein
CBLHFOHG_00018	CDS	360				hypothetical protein
CBLHFOHG_00019	CDS	825				hypothetical protein
CBLHFOHG_00020	CDS	675				hypothetical protein
CBLHFOHG_00021	CDS	363				hypothetical protein
CBLHFOHG_00022	CDS	1119				hypothetical protein
CBLHFOHG_00023	CDS	663				hypothetical protein
CBLHFOHG_00024	CDS	1260				hypothetical protein
CBLHFOHG_00025	CDS	384				hypothetical protein
CBLHFOHG_00026	CDS	252				hypothetical protein
