#id:	contig_2996
#START	STOP	FRAME	CONTIG	SCORE
163	2	-	contig_2996	-185.1532267231271304241705272	
509	177	-	contig_2996	-1039.760480321320691032714484	
1083	535	-	contig_2996	-6225995.522757688371404302937	
1415	1110	-	contig_2996	-15499.28262894770884346266565	
2143	1442	-	contig_2996	-6401639.561689971858371775359	
2496	2155	-	contig_2996	-849.9377592951455250252051422	
2764	2501	-	contig_2996	-530.5955142432983641439859946	
3088	2795	-	contig_2996	-664.8145239864644003685337741	
3367	3104	-	contig_2996	-900.9209704665079104672919386	
3656	3381	-	contig_2996	-24894.65869483778026908715863	
4233	3880	-	contig_2996	-1155.736620583037240395090628	
4703	4371	-	contig_2996	-459578.1797313643847145185114	
5187	5098	-	contig_2996	-0.7202652587595595827980517015	
5513	5196	-	contig_2996	-499.5220701404825942688595610	
5922	5518	-	contig_2996	-24498.00936123735067064651476	
6328	5927	-	contig_2996	-14869.23391102103109875857955	
