ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	167	673	-	54.1	Prodigal_v2.6.3	contig_1700
1_2	688	1059	-	33.6	Prodigal_v2.6.3	contig_1700
1_3	1223	1489	-	18.3	Prodigal_v2.6.3	contig_1700
1_4	1489	1674	-	15.9	Prodigal_v2.6.3	contig_1700
1_5	1833	2054	+	27.5	Prodigal_v2.6.3	contig_1700
1_6	2056	2220	-	8.5	Prodigal_v2.6.3	contig_1700
1_7	2616	2819	-	6.5	Prodigal_v2.6.3	contig_1700
1_8	2830	3606	-	75.7	Prodigal_v2.6.3	contig_1700
1_9	3778	3912	-	15.9	Prodigal_v2.6.3	contig_1700
1_10	3909	4700	-	91.4	Prodigal_v2.6.3	contig_1700
1_11	5013	5297	-	38.0	Prodigal_v2.6.3	contig_1700
1_12	5668	5913	-	4.8	Prodigal_v2.6.3	contig_1700
1_13	5858	6682	-	37.7	Prodigal_v2.6.3	contig_1700
1_14	6799	7422	-	44.5	Prodigal_v2.6.3	contig_1700
1_15	7425	8141	-	91.1	Prodigal_v2.6.3	contig_1700
1_16	8125	8397	-	37.7	Prodigal_v2.6.3	contig_1700
1_17	8406	8885	-	56.9	Prodigal_v2.6.3	contig_1700
1_18	8882	9232	-	67.7	Prodigal_v2.6.3	contig_1700
1_19	9484	9747	-	33.7	Prodigal_v2.6.3	contig_1700
1_20	9817	9984	-	8.0	Prodigal_v2.6.3	contig_1700
1_21	10306	10611	+	20.2	Prodigal_v2.6.3	contig_1700
1_22	10611	10808	+	12.2	Prodigal_v2.6.3	contig_1700
1_23	10780	11019	+	19.0	Prodigal_v2.6.3	contig_1700
1_24	11083	11247	+	9.2	Prodigal_v2.6.3	contig_1700
1_25	11359	11529	+	19.6	Prodigal_v2.6.3	contig_1700
1_26	11766	11984	+	7.6	Prodigal_v2.6.3	contig_1700
1_27	12487	12687	+	11.0	Prodigal_v2.6.3	contig_1700
orf00001	167	673	-	6.84	glimmer3	contig_1700
orf00002	688	1059	-	0.83	glimmer3	contig_1700
orf00004	1489	1731	-	4.95	glimmer3	contig_1700
orf00005	1833	2054	+	6.88	glimmer3	contig_1700
orf00006	2056	2220	-	4.86	glimmer3	contig_1700
orf00007	2616	2819	-	0.03	glimmer3	contig_1700
orf00008	2830	3606	-	2.93	glimmer3	contig_1700
orf00009	3778	3912	-	4.14	glimmer3	contig_1700
orf00010	3909	4700	-	2.99	glimmer3	contig_1700
orf00011	4725	4913	-	8.58	glimmer3	contig_1700
orf00012	5013	5297	-	6.50	glimmer3	contig_1700
orf00013	5297	5524	-	5.29	glimmer3	contig_1700
orf00014	5668	5853	-	1.13	glimmer3	contig_1700
orf00016	5858	6682	-	2.72	glimmer3	contig_1700
orf00017	6799	7368	-	7.00	glimmer3	contig_1700
orf00018	7425	8243	-	2.94	glimmer3	contig_1700
orf00020	8406	8885	-	4.21	glimmer3	contig_1700
orf00021	8882	9232	-	4.66	glimmer3	contig_1700
orf00022	9484	9747	-	5.87	glimmer3	contig_1700
orf00023	9817	9984	-	5.45	glimmer3	contig_1700
orf00024	10306	10611	+	6.63	glimmer3	contig_1700
orf00025	10780	11019	+	2.21	glimmer3	contig_1700
orf00026	11083	11247	+	6.71	glimmer3	contig_1700
orf00027	11359	11529	+	9.17	glimmer3	contig_1700
orf00029	11769	11984	+	3.21	glimmer3	contig_1700
orf00030	11938	12096	+	2.52	glimmer3	contig_1700
orf00031	12487	12687	+	5.84	glimmer3	contig_1700
NA	112	207	+	NA	PHANOTATE	contig_1700
NA	673	167	-	NA	PHANOTATE	contig_1700
NA	1059	688	-	NA	PHANOTATE	contig_1700
NA	1171	1040	-	NA	PHANOTATE	contig_1700
NA	1489	1223	-	NA	PHANOTATE	contig_1700
NA	1674	1489	-	NA	PHANOTATE	contig_1700
NA	1703	1792	+	NA	PHANOTATE	contig_1700
NA	1833	2054	+	NA	PHANOTATE	contig_1700
