locus_tag	ftype	length_bp	gene	EC_number	COG	product
CENCFHIH_00001	CDS	1776				hypothetical protein
CENCFHIH_00002	CDS	2133				hypothetical protein
CENCFHIH_00003	CDS	933				hypothetical protein
CENCFHIH_00004	CDS	777				hypothetical protein
CENCFHIH_00005	CDS	648				hypothetical protein
CENCFHIH_00006	CDS	237				hypothetical protein
CENCFHIH_00007	CDS	168				hypothetical protein
CENCFHIH_00008	CDS	1350				hypothetical protein
CENCFHIH_00009	CDS	1248				hypothetical protein
CENCFHIH_00010	CDS	1053				hypothetical protein
CENCFHIH_00011	CDS	516				hypothetical protein
CENCFHIH_00012	CDS	747				hypothetical protein
CENCFHIH_00013	CDS	342				hypothetical protein
CENCFHIH_00014	CDS	378				hypothetical protein
