#id:	circular_pair_3719
#START	STOP	FRAME	CONTIG	SCORE
99	1	-	circular_pair_3719	-0.1057370656781650886957959846	
395	294	-	circular_pair_3719	-2.832423534170686282712469101	
448	651	+	circular_pair_3719	-460.6043836098409719457035433	
658	1209	+	circular_pair_3719	-16660.64095335221368345660440	
1229	1471	+	circular_pair_3719	-72.15198246677395679633971789	
1973	1449	-	circular_pair_3719	-37441.86806869186355050790386	
2283	2029	-	circular_pair_3719	-692.1865090599796155182187007	
2659	2378	-	circular_pair_3719	-471.5660259298440408946592962	
2683	2775	+	circular_pair_3719	-0.06948563143337184039134011571	
2900	2992	+	circular_pair_3719	-3.230085598069269494526120661	
3101	3997	+	circular_pair_3719	-971115586.7495590654370722113	
3984	4310	+	circular_pair_3719	-470.9723574898581169035777338	
4530	4288	-	circular_pair_3719	-69.39659410207436535660065196	
5101	4550	-	circular_pair_3719	-15380.03103960881103101490597	
5311	5108	-	circular_pair_3719	-567.6972025337395124382285258	
5390	5295	-	circular_pair_3719	-14.32465886990243092386641615	
5610	5461	-	circular_pair_3719	-12.55699118267490058885252721	
5744	5634	-	circular_pair_3719	-1.166313765030185367294665905	
5822	6385	+	circular_pair_3719	-2832.914682487102875318368631	
6405	6647	+	circular_pair_3719	-72.15198246677395679633971789	
7044	6625	-	circular_pair_3719	-2071.879978411682859410942987	
