locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDGPHBAH_00001	CDS	1089				hypothetical protein
MDGPHBAH_00002	CDS	549				hypothetical protein
MDGPHBAH_00003	CDS	303				hypothetical protein
MDGPHBAH_00004	CDS	348				hypothetical protein
MDGPHBAH_00005	CDS	2952				hypothetical protein
MDGPHBAH_00006	CDS	555				hypothetical protein
MDGPHBAH_00007	CDS	1299				hypothetical protein
MDGPHBAH_00008	CDS	390				hypothetical protein
MDGPHBAH_00009	CDS	471				hypothetical protein
MDGPHBAH_00010	CDS	1041				hypothetical protein
MDGPHBAH_00011	CDS	417				hypothetical protein
MDGPHBAH_00012	CDS	921				hypothetical protein
MDGPHBAH_00013	CDS	5460				hypothetical protein
MDGPHBAH_00014	CDS	342				hypothetical protein
MDGPHBAH_00015	CDS	408				hypothetical protein
MDGPHBAH_00016	CDS	429				hypothetical protein
MDGPHBAH_00017	CDS	1125				hypothetical protein
MDGPHBAH_00018	CDS	513				hypothetical protein
MDGPHBAH_00019	CDS	357				hypothetical protein
MDGPHBAH_00020	CDS	561				hypothetical protein
MDGPHBAH_00021	CDS	396				hypothetical protein
MDGPHBAH_00022	CDS	918				hypothetical protein
MDGPHBAH_00023	CDS	549				hypothetical protein
MDGPHBAH_00024	CDS	1152				hypothetical protein
MDGPHBAH_00025	CDS	441				hypothetical protein
MDGPHBAH_00026	CDS	915				hypothetical protein
MDGPHBAH_00027	CDS	1461				hypothetical protein
MDGPHBAH_00028	CDS	1443				hypothetical protein
MDGPHBAH_00029	CDS	528				hypothetical protein
MDGPHBAH_00030	CDS	1329				hypothetical protein
MDGPHBAH_00031	CDS	510				hypothetical protein
