locus_tag	ftype	length_bp	gene	EC_number	COG	product
NBEEPCMA_00001	CDS	339				hypothetical protein
NBEEPCMA_00002	CDS	294				hypothetical protein
NBEEPCMA_00003	CDS	201				hypothetical protein
NBEEPCMA_00004	CDS	444				hypothetical protein
NBEEPCMA_00005	CDS	282				hypothetical protein
NBEEPCMA_00006	CDS	432				hypothetical protein
NBEEPCMA_00007	CDS	357				hypothetical protein
NBEEPCMA_00008	CDS	555				hypothetical protein
NBEEPCMA_00009	CDS	294				hypothetical protein
NBEEPCMA_00010	CDS	567				hypothetical protein
NBEEPCMA_00011	CDS	303				hypothetical protein
NBEEPCMA_00012	CDS	336				hypothetical protein
NBEEPCMA_00013	CDS	315				hypothetical protein
NBEEPCMA_00014	CDS	1227				hypothetical protein
NBEEPCMA_00015	CDS	348				hypothetical protein
NBEEPCMA_00016	CDS	918				hypothetical protein
NBEEPCMA_00017	CDS	645				hypothetical protein
NBEEPCMA_00018	CDS	1083				hypothetical protein
NBEEPCMA_00019	CDS	924				hypothetical protein
NBEEPCMA_00020	CDS	2868				hypothetical protein
NBEEPCMA_00021	CDS	351				hypothetical protein
NBEEPCMA_00022	CDS	411				hypothetical protein
NBEEPCMA_00023	CDS	627				hypothetical protein
NBEEPCMA_00024	CDS	462				hypothetical protein
NBEEPCMA_00025	CDS	339				hypothetical protein
NBEEPCMA_00026	CDS	384				hypothetical protein
NBEEPCMA_00027	CDS	699				hypothetical protein
NBEEPCMA_00028	CDS	1977				hypothetical protein
NBEEPCMA_00029	CDS	2169				hypothetical protein
NBEEPCMA_00030	CDS	1299			COG1783	putative protein
NBEEPCMA_00031	CDS	423				hypothetical protein
NBEEPCMA_00032	CDS	405				hypothetical protein
NBEEPCMA_00033	CDS	345				hypothetical protein
NBEEPCMA_00034	CDS	471				hypothetical protein
NBEEPCMA_00035	CDS	255				hypothetical protein
NBEEPCMA_00036	CDS	306				hypothetical protein
NBEEPCMA_00037	CDS	312				hypothetical protein
NBEEPCMA_00038	CDS	684				hypothetical protein
NBEEPCMA_00039	CDS	303				hypothetical protein
NBEEPCMA_00040	CDS	345				hypothetical protein
NBEEPCMA_00041	CDS	378				hypothetical protein
NBEEPCMA_00042	CDS	195				hypothetical protein
NBEEPCMA_00043	CDS	237				hypothetical protein
NBEEPCMA_00044	CDS	318				hypothetical protein
NBEEPCMA_00045	CDS	588				hypothetical protein
NBEEPCMA_00046	CDS	378				hypothetical protein
NBEEPCMA_00047	CDS	297				Single-stranded DNA-binding protein
NBEEPCMA_00048	CDS	228				hypothetical protein
NBEEPCMA_00049	CDS	948				hypothetical protein
