ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	126	908	+	123.3	Prodigal_v2.6.3	contig_2039
1_2	925	1815	+	140.2	Prodigal_v2.6.3	contig_2039
1_3	2576	2761	-	11.7	Prodigal_v2.6.3	contig_2039
1_4	2770	2943	-	11.7	Prodigal_v2.6.3	contig_2039
1_5	3025	3915	-	140.2	Prodigal_v2.6.3	contig_2039
1_6	3932	4714	-	123.3	Prodigal_v2.6.3	contig_2039
1_7	4725	5576	-	113.2	Prodigal_v2.6.3	contig_2039
1_8	5573	6367	-	121.8	Prodigal_v2.6.3	contig_2039
1_9	7555	7671	+	15.6	Prodigal_v2.6.3	contig_2039
1_10	7658	7885	+	23.1	Prodigal_v2.6.3	contig_2039
1_11	7979	8134	+	23.0	Prodigal_v2.6.3	contig_2039
1_12	8352	9203	+	113.2	Prodigal_v2.6.3	contig_2039
1_13	9214	9996	+	123.3	Prodigal_v2.6.3	contig_2039
1_14	10013	10174	+	26.9	Prodigal_v2.6.3	contig_2039
orf00001	10013	47	+	4.97	glimmer3	contig_2039
orf00002	126	908	+	3.02	glimmer3	contig_2039
orf00003	925	1815	+	5.22	glimmer3	contig_2039
orf00004	1925	2065	-	4.71	glimmer3	contig_2039
orf00006	2576	2761	-	6.27	glimmer3	contig_2039
orf00007	2770	2943	-	6.10	glimmer3	contig_2039
orf00008	3025	3915	-	5.22	glimmer3	contig_2039
orf00009	3932	4714	-	3.02	glimmer3	contig_2039
orf00010	4725	5576	-	10.66	glimmer3	contig_2039
orf00011	5573	6367	-	5.53	glimmer3	contig_2039
orf00013	7555	7671	+	8.54	glimmer3	contig_2039
orf00014	7658	7885	+	7.55	glimmer3	contig_2039
orf00015	7979	8134	+	4.17	glimmer3	contig_2039
orf00016	8352	9203	+	10.66	glimmer3	contig_2039
orf00017	9214	9996	+	3.02	glimmer3	contig_2039
NA	2	115	+	NA	PHANOTATE	contig_2039
NA	126	908	+	NA	PHANOTATE	contig_2039
NA	925	1815	+	NA	PHANOTATE	contig_2039
NA	2065	1925	-	NA	PHANOTATE	contig_2039
NA	2146	2244	+	NA	PHANOTATE	contig_2039
NA	2422	2601	+	NA	PHANOTATE	contig_2039
NA	2761	2576	-	NA	PHANOTATE	contig_2039
NA	2943	2770	-	NA	PHANOTATE	contig_2039
NA	3915	3025	-	NA	PHANOTATE	contig_2039
NA	4714	3932	-	NA	PHANOTATE	contig_2039
NA	5576	4725	-	NA	PHANOTATE	contig_2039
NA	6367	5573	-	NA	PHANOTATE	contig_2039
NA	6722	6597	-	NA	PHANOTATE	contig_2039
NA	6723	6839	+	NA	PHANOTATE	contig_2039
NA	6854	6970	+	NA	PHANOTATE	contig_2039
NA	6981	7151	+	NA	PHANOTATE	contig_2039
NA	7399	7271	-	NA	PHANOTATE	contig_2039
NA	7555	7671	+	NA	PHANOTATE	contig_2039
NA	7658	7885	+	NA	PHANOTATE	contig_2039
NA	7979	8134	+	NA	PHANOTATE	contig_2039
NA	8368	8216	-	NA	PHANOTATE	contig_2039
NA	8352	9203	+	NA	PHANOTATE	contig_2039
NA	9214	9996	+	NA	PHANOTATE	contig_2039
NA	10013	10174	+	NA	PHANOTATE	contig_2039
