ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	1	264	+	22.4	Prodigal_v2.6.3	scaffold_1797
1_2	320	907	+	78.4	Prodigal_v2.6.3	scaffold_1797
1_3	943	1731	-	102.7	Prodigal_v2.6.3	scaffold_1797
1_4	1741	2079	-	23.4	Prodigal_v2.6.3	scaffold_1797
1_5	2192	3049	-	76.4	Prodigal_v2.6.3	scaffold_1797
1_6	3879	4085	+	19.1	Prodigal_v2.6.3	scaffold_1797
1_7	4257	4415	+	0.8	Prodigal_v2.6.3	scaffold_1797
1_8	4745	5110	+	31.7	Prodigal_v2.6.3	scaffold_1797
1_9	5076	5558	+	28.0	Prodigal_v2.6.3	scaffold_1797
1_10	5568	6356	+	100.7	Prodigal_v2.6.3	scaffold_1797
1_11	6680	6985	-	43.4	Prodigal_v2.6.3	scaffold_1797
1_12	7041	7358	-	34.2	Prodigal_v2.6.3	scaffold_1797
1_13	7708	8541	+	78.7	Prodigal_v2.6.3	scaffold_1797
1_14	8542	9075	+	31.2	Prodigal_v2.6.3	scaffold_1797
1_15	9080	9592	+	72.9	Prodigal_v2.6.3	scaffold_1797
1_16	9585	10001	+	43.0	Prodigal_v2.6.3	scaffold_1797
1_17	9985	10791	+	81.6	Prodigal_v2.6.3	scaffold_1797
1_18	10730	12511	+	203.0	Prodigal_v2.6.3	scaffold_1797
1_19	12520	13383	+	118.8	Prodigal_v2.6.3	scaffold_1797
1_20	13414	13527	+	-0.9	Prodigal_v2.6.3	scaffold_1797
1_21	13660	14190	+	69.3	Prodigal_v2.6.3	scaffold_1797
1_22	14214	15092	-	75.3	Prodigal_v2.6.3	scaffold_1797
1_23	15122	15346	-	10.4	Prodigal_v2.6.3	scaffold_1797
1_24	15748	16923	-	129.2	Prodigal_v2.6.3	scaffold_1797
1_25	17014	17388	+	25.1	Prodigal_v2.6.3	scaffold_1797
1_26	17378	17992	+	45.3	Prodigal_v2.6.3	scaffold_1797
1_27	18005	18223	+	29.5	Prodigal_v2.6.3	scaffold_1797
1_28	18220	19395	+	129.2	Prodigal_v2.6.3	scaffold_1797
1_29	19797	20021	+	10.4	Prodigal_v2.6.3	scaffold_1797
1_30	20051	20929	+	75.3	Prodigal_v2.6.3	scaffold_1797
1_31	20953	21483	-	69.3	Prodigal_v2.6.3	scaffold_1797
1_32	21616	21729	-	-0.9	Prodigal_v2.6.3	scaffold_1797
1_33	21760	22623	-	118.8	Prodigal_v2.6.3	scaffold_1797
1_34	22632	25157	-	304.4	Prodigal_v2.6.3	scaffold_1797
1_35	25141	25557	-	41.7	Prodigal_v2.6.3	scaffold_1797
1_36	25550	25759	-	16.0	Prodigal_v2.6.3	scaffold_1797
1_37	25861	26061	-	19.6	Prodigal_v2.6.3	scaffold_1797
1_38	26066	26599	-	31.2	Prodigal_v2.6.3	scaffold_1797
1_39	26600	26815	-	7.6	Prodigal_v2.6.3	scaffold_1797
1_40	26824	27432	-	50.5	Prodigal_v2.6.3	scaffold_1797
1_41	27783	28502	+	92.5	Prodigal_v2.6.3	scaffold_1797
1_42	28780	29568	-	102.7	Prodigal_v2.6.3	scaffold_1797
1_43	29578	29976	-	28.5	Prodigal_v2.6.3	scaffold_1797
1_44	32099	32983	+	80.1	Prodigal_v2.6.3	scaffold_1797
1_45	33065	33487	+	26.8	Prodigal_v2.6.3	scaffold_1797
1_46	33497	34285	+	102.7	Prodigal_v2.6.3	scaffold_1797
1_47	34321	34968	-	81.4	Prodigal_v2.6.3	scaffold_1797
1_48	34931	35134	-	16.9	Prodigal_v2.6.3	scaffold_1797
1_49	35124	35282	-	15.9	Prodigal_v2.6.3	scaffold_1797
1_50	35505	36356	+	96.8	Prodigal_v2.6.3	scaffold_1797
1_51	36623	37045	-	52.4	Prodigal_v2.6.3	scaffold_1797
1_52	37173	37643	+	66.6	Prodigal_v2.6.3	scaffold_1797
1_53	37685	38080	-	59.9	Prodigal_v2.6.3	scaffold_1797
1_54	38202	38387	+	2.8	Prodigal_v2.6.3	scaffold_1797
1_55	38374	39192	+	83.3	Prodigal_v2.6.3	scaffold_1797
1_56	39252	39458	+	10.7	Prodigal_v2.6.3	scaffold_1797
1_57	39455	39601	+	7.2	Prodigal_v2.6.3	scaffold_1797
1_58	40384	40839	+	24.3	Prodigal_v2.6.3	scaffold_1797
1_59	40844	41356	+	61.3	Prodigal_v2.6.3	scaffold_1797
1_60	41349	41612	+	16.1	Prodigal_v2.6.3	scaffold_1797
1_61	41584	41766	+	11.0	Prodigal_v2.6.3	scaffold_1797
1_62	41750	42493	+	67.6	Prodigal_v2.6.3	scaffold_1797
1_63	42480	44261	+	167.9	Prodigal_v2.6.3	scaffold_1797
1_64	44218	44940	+	79.7	Prodigal_v2.6.3	scaffold_1797
1_65	44942	45274	+	38.2	Prodigal_v2.6.3	scaffold_1797
1_66	45271	45798	-	76.9	Prodigal_v2.6.3	scaffold_1797
1_67	45800	46312	-	41.5	Prodigal_v2.6.3	scaffold_1797
1_68	46381	47292	-	84.1	Prodigal_v2.6.3	scaffold_1797
1_69	47292	47516	-	8.0	Prodigal_v2.6.3	scaffold_1797
1_70	47880	49052	+	135.3	Prodigal_v2.6.3	scaffold_1797
1_71	49041	49253	-	14.1	Prodigal_v2.6.3	scaffold_1797
1_72	49462	49686	-	19.7	Prodigal_v2.6.3	scaffold_1797
1_73	49765	50352	-	61.8	Prodigal_v2.6.3	scaffold_1797
1_74	50333	50722	-	64.9	Prodigal_v2.6.3	scaffold_1797
1_75	50722	50910	-	33.0	Prodigal_v2.6.3	scaffold_1797
1_76	50913	51098	-	24.9	Prodigal_v2.6.3	scaffold_1797
1_77	51117	51356	-	5.8	Prodigal_v2.6.3	scaffold_1797
1_78	51392	52021	-	76.0	Prodigal_v2.6.3	scaffold_1797
1_79	52247	52504	-	32.2	Prodigal_v2.6.3	scaffold_1797
1_80	52702	53109	-	37.0	Prodigal_v2.6.3	scaffold_1797
1_81	53131	53391	-	22.1	Prodigal_v2.6.3	scaffold_1797
1_82	53482	53757	-	24.5	Prodigal_v2.6.3	scaffold_1797
1_83	54260	54535	-	28.6	Prodigal_v2.6.3	scaffold_1797
1_84	54961	55605	-	94.0	Prodigal_v2.6.3	scaffold_1797
1_85	55718	55921	+	28.6	Prodigal_v2.6.3	scaffold_1797
1_86	55928	56155	+	9.9	Prodigal_v2.6.3	scaffold_1797
1_87	56170	56910	+	74.6	Prodigal_v2.6.3	scaffold_1797
1_88	56913	57569	+	63.9	Prodigal_v2.6.3	scaffold_1797
1_89	57553	57774	+	8.5	Prodigal_v2.6.3	scaffold_1797
1_90	57738	58004	+	34.1	Prodigal_v2.6.3	scaffold_1797
1_91	58007	58195	+	24.1	Prodigal_v2.6.3	scaffold_1797
1_92	58197	58457	+	25.5	Prodigal_v2.6.3	scaffold_1797
1_93	58450	59034	+	47.1	Prodigal_v2.6.3	scaffold_1797
1_94	59034	59339	+	36.9	Prodigal_v2.6.3	scaffold_1797
1_95	59350	59511	+	20.9	Prodigal_v2.6.3	scaffold_1797
1_96	59474	59653	+	6.3	Prodigal_v2.6.3	scaffold_1797
1_97	59650	60210	+	43.2	Prodigal_v2.6.3	scaffold_1797
1_98	60210	60566	+	37.0	Prodigal_v2.6.3	scaffold_1797
1_99	60706	61608	+	97.4	Prodigal_v2.6.3	scaffold_1797
1_100	61608	62258	+	57.3	Prodigal_v2.6.3	scaffold_1797
1_101	62385	63089	+	49.9	Prodigal_v2.6.3	scaffold_1797
1_102	63120	63536	-	58.0	Prodigal_v2.6.3	scaffold_1797
1_103	63578	63754	-	10.7	Prodigal_v2.6.3	scaffold_1797
1_104	64043	64366	+	26.2	Prodigal_v2.6.3	scaffold_1797
1_105	64366	64806	+	38.3	Prodigal_v2.6.3	scaffold_1797
1_106	64806	65174	+	18.7	Prodigal_v2.6.3	scaffold_1797
1_107	65682	66383	+	67.0	Prodigal_v2.6.3	scaffold_1797
1_108	66422	66943	+	54.1	Prodigal_v2.6.3	scaffold_1797
1_109	66944	68452	+	176.5	Prodigal_v2.6.3	scaffold_1797
1_110	68455	69903	+	186.7	Prodigal_v2.6.3	scaffold_1797
1_111	69941	71509	+	187.2	Prodigal_v2.6.3	scaffold_1797
1_112	71488	71661	+	15.5	Prodigal_v2.6.3	scaffold_1797
1_113	71723	72886	+	152.5	Prodigal_v2.6.3	scaffold_1797
1_114	72899	73315	+	62.5	Prodigal_v2.6.3	scaffold_1797
1_115	73329	74663	+	199.2	Prodigal_v2.6.3	scaffold_1797
1_116	74667	75038	+	22.2	Prodigal_v2.6.3	scaffold_1797
1_117	75038	75385	+	41.8	Prodigal_v2.6.3	scaffold_1797
1_118	75387	75788	+	30.3	Prodigal_v2.6.3	scaffold_1797
1_119	75785	76168	+	34.5	Prodigal_v2.6.3	scaffold_1797
1_120	76180	76668	+	60.1	Prodigal_v2.6.3	scaffold_1797
1_121	76670	76852	+	10.3	Prodigal_v2.6.3	scaffold_1797
1_122	76839	77414	-	90.2	Prodigal_v2.6.3	scaffold_1797
1_123	77609	78163	-	58.2	Prodigal_v2.6.3	scaffold_1797
1_124	78280	78861	-	77.8	Prodigal_v2.6.3	scaffold_1797
1_125	78863	79351	-	61.8	Prodigal_v2.6.3	scaffold_1797
1_126	79363	79746	-	33.9	Prodigal_v2.6.3	scaffold_1797
1_127	79743	80144	-	34.5	Prodigal_v2.6.3	scaffold_1797
1_128	80146	80337	-	21.0	Prodigal_v2.6.3	scaffold_1797
1_129	80410	80700	+	25.6	Prodigal_v2.6.3	scaffold_1797
1_130	80713	81198	+	39.8	Prodigal_v2.6.3	scaffold_1797
1_131	81202	81738	+	85.3	Prodigal_v2.6.3	scaffold_1797
orf00001	81734	264	+	8.62	glimmer3	scaffold_1797
orf00002	320	907	+	13.40	glimmer3	scaffold_1797
orf00003	943	1731	-	18.44	glimmer3	scaffold_1797
orf00004	1741	2079	-	14.73	glimmer3	scaffold_1797
orf00005	2192	3049	-	14.38	glimmer3	scaffold_1797
orf00006	3879	4085	+	14.13	glimmer3	scaffold_1797
orf00007	4272	4415	+	3.26	glimmer3	scaffold_1797
orf00008	4509	4634	+	15.05	glimmer3	scaffold_1797
orf00009	4745	5110	+	7.40	glimmer3	scaffold_1797
orf00010	5160	5558	+	14.68	glimmer3	scaffold_1797
orf00011	5568	6356	+	17.79	glimmer3	scaffold_1797
orf00012	6514	6651	+	4.15	glimmer3	scaffold_1797
orf00013	6680	6985	-	15.48	glimmer3	scaffold_1797
