CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	1	264	264	scaffold_1797	prodigal	+	1	264	264	scaffold_1797	
2	glimmer	+	320	907	588	scaffold_1797	phanotate	+	320	907	588	scaffold_1797	prodigal	+	320	907	588	scaffold_1797	
3	glimmer	-	943	1731	789	scaffold_1797	phanotate	-	943	1731	789	scaffold_1797	prodigal	-	943	1731	789	scaffold_1797	
4	glimmer	-	1741	2079	339	scaffold_1797	phanotate	-	1741	2079	339	scaffold_1797	prodigal	-	1741	2079	339	scaffold_1797	
5	glimmer	-	2192	3049	858	scaffold_1797	phanotate	-	2192	3049	858	scaffold_1797	prodigal	-	2192	3049	858	scaffold_1797	
6							phanotate	+	3056	3154	99	scaffold_1797							
7							phanotate	+	3197	3292	96	scaffold_1797							
8							phanotate	+	3355	3489	135	scaffold_1797							
9							phanotate	-	3626	3733	108	scaffold_1797							
10							phanotate	+	3811	3918	108	scaffold_1797							
11	glimmer	+	3879	4085	207	scaffold_1797	phanotate	+	3879	4085	207	scaffold_1797	prodigal	+	3879	4085	207	scaffold_1797	
12							phanotate	+	4227	4415	189	scaffold_1797							
13													prodigal	+	4257	4415	159	scaffold_1797	
14	glimmer	+	4272	4415	144	scaffold_1797													
15	glimmer	+	4509	4634	126	scaffold_1797	phanotate	+	4509	4634	126	scaffold_1797							
16	glimmer	+	4745	5110	366	scaffold_1797	phanotate	+	4745	5110	366	scaffold_1797	prodigal	+	4745	5110	366	scaffold_1797	
17													prodigal	+	5076	5558	483	scaffold_1797	
18	glimmer	+	5160	5558	399	scaffold_1797													
19							phanotate	+	5223	5558	336	scaffold_1797							
20	glimmer	+	5568	6356	789	scaffold_1797	phanotate	+	5568	6356	789	scaffold_1797	prodigal	+	5568	6356	789	scaffold_1797	
21							phanotate	-	6437	6571	135	scaffold_1797							
22	glimmer	+	6514	6651	138	scaffold_1797													
23	glimmer	-	6680	6985	306	scaffold_1797	phanotate	-	6680	6985	306	scaffold_1797	prodigal	-	6680	6985	306	scaffold_1797	
24													prodigal	-	7041	7358	318	scaffold_1797	
25	glimmer	-	7041	7370	330	scaffold_1797	phanotate	-	7041	7370	330	scaffold_1797							
26							phanotate	+	7411	7554	144	scaffold_1797							
27							phanotate	+	7579	7683	105	scaffold_1797							
28	glimmer	+	7708	8541	834	scaffold_1797	phanotate	+	7708	8541	834	scaffold_1797	prodigal	+	7708	8541	834	scaffold_1797	
29	glimmer	+	8542	9075	534	scaffold_1797							prodigal	+	8542	9075	534	scaffold_1797	
30							phanotate	+	8596	9075	480	scaffold_1797							
31	glimmer	+	9080	9592	513	scaffold_1797	phanotate	+	9080	9592	513	scaffold_1797	prodigal	+	9080	9592	513	scaffold_1797	
32	glimmer	+	9585	10001	417	scaffold_1797	phanotate	+	9585	10001	417	scaffold_1797	prodigal	+	9585	10001	417	scaffold_1797	
33							phanotate	+	9892	10791	900	scaffold_1797							
34	glimmer	+	9985	10791	807	scaffold_1797							prodigal	+	9985	10791	807	scaffold_1797	
35							phanotate	+	10730	12511	1782	scaffold_1797	prodigal	+	10730	12511	1782	scaffold_1797	
36	glimmer	+	10769	12511	1743	scaffold_1797													
37	glimmer	+	12520	13383	864	scaffold_1797	phanotate	+	12520	13383	864	scaffold_1797	prodigal	+	12520	13383	864	scaffold_1797	
38	glimmer	-	13406	13618	213	scaffold_1797													
39							phanotate	+	13414	13527	114	scaffold_1797	prodigal	+	13414	13527	114	scaffold_1797	
40							phanotate	+	13548	13640	93	scaffold_1797							
41	glimmer	+	13660	14190	531	scaffold_1797	phanotate	+	13660	14190	531	scaffold_1797	prodigal	+	13660	14190	531	scaffold_1797	
42													prodigal	-	14214	15092	879	scaffold_1797	
43	glimmer	-	14214	15122	909	scaffold_1797	phanotate	-	14214	15122	909	scaffold_1797							
44	glimmer	-	15122	15346	225	scaffold_1797	phanotate	-	15122	15346	225	scaffold_1797	prodigal	-	15122	15346	225	scaffold_1797	
45							phanotate	-	15488	15610	123	scaffold_1797							
46	glimmer	-	15748	16923	1176	scaffold_1797	phanotate	-	15748	16923	1176	scaffold_1797	prodigal	-	15748	16923	1176	scaffold_1797	
47	glimmer	+	17014	17388	375	scaffold_1797	phanotate	+	17014	17388	375	scaffold_1797	prodigal	+	17014	17388	375	scaffold_1797	
48	glimmer	+	17378	17992	615	scaffold_1797	phanotate	+	17378	17992	615	scaffold_1797	prodigal	+	17378	17992	615	scaffold_1797	
49	glimmer	+	18005	18223	219	scaffold_1797	phanotate	+	18005	18223	219	scaffold_1797	prodigal	+	18005	18223	219	scaffold_1797	
50	glimmer	+	18220	19395	1176	scaffold_1797	phanotate	+	18220	19395	1176	scaffold_1797	prodigal	+	18220	19395	1176	scaffold_1797	
51							phanotate	+	19533	19655	123	scaffold_1797							
52	glimmer	+	19797	20021	225	scaffold_1797	phanotate	+	19797	20021	225	scaffold_1797	prodigal	+	19797	20021	225	scaffold_1797	
53	glimmer	+	20021	20929	909	scaffold_1797	phanotate	+	20021	20929	909	scaffold_1797							
54													prodigal	+	20051	20929	879	scaffold_1797	
55	glimmer	-	20953	21483	531	scaffold_1797	phanotate	-	20953	21483	531	scaffold_1797	prodigal	-	20953	21483	531	scaffold_1797	
56							phanotate	-	21503	21595	93	scaffold_1797							
57	glimmer	+	21525	21737	213	scaffold_1797													
58							phanotate	-	21616	21729	114	scaffold_1797	prodigal	-	21616	21729	114	scaffold_1797	
59	glimmer	-	21760	22623	864	scaffold_1797	phanotate	-	21760	22623	864	scaffold_1797	prodigal	-	21760	22623	864	scaffold_1797	
60	glimmer	-	22632	24968	2337	scaffold_1797													
61							phanotate	-	22632	25157	2526	scaffold_1797	prodigal	-	22632	25157	2526	scaffold_1797	
62	glimmer	-	25141	25557	417	scaffold_1797	phanotate	-	25141	25557	417	scaffold_1797	prodigal	-	25141	25557	417	scaffold_1797	
63	glimmer	-	25550	25759	210	scaffold_1797	phanotate	-	25550	25759	210	scaffold_1797	prodigal	-	25550	25759	210	scaffold_1797	
64	glimmer	-	25861	26061	201	scaffold_1797	phanotate	-	25861	26061	201	scaffold_1797	prodigal	-	25861	26061	201	scaffold_1797	
65							phanotate	-	26066	26545	480	scaffold_1797							
66	glimmer	-	26066	26599	534	scaffold_1797							prodigal	-	26066	26599	534	scaffold_1797	
67	glimmer	-	26600	26740	141	scaffold_1797													
68													prodigal	-	26600	26815	216	scaffold_1797	
69							phanotate	-	26600	26899	300	scaffold_1797							
70	glimmer	-	26824	27432	609	scaffold_1797	phanotate	-	26824	27432	609	scaffold_1797	prodigal	-	26824	27432	609	scaffold_1797	
71							phanotate	-	27457	27561	105	scaffold_1797							
72							phanotate	-	27586	27729	144	scaffold_1797							
73	glimmer	+	27783	28502	720	scaffold_1797	phanotate	+	27783	28502	720	scaffold_1797	prodigal	+	27783	28502	720	scaffold_1797	
74							phanotate	+	28648	28743	96	scaffold_1797							
75	glimmer	-	28780	29568	789	scaffold_1797	phanotate	-	28780	29568	789	scaffold_1797	prodigal	-	28780	29568	789	scaffold_1797	
