locus_tag	ftype	length_bp	gene	EC_number	COG	product
GOCGLGKA_00001	CDS	1137				hypothetical protein
GOCGLGKA_00002	CDS	666				hypothetical protein
GOCGLGKA_00003	CDS	309				hypothetical protein
GOCGLGKA_00004	CDS	2187				hypothetical protein
GOCGLGKA_00005	CDS	1569				hypothetical protein
GOCGLGKA_00006	CDS	1377				hypothetical protein
GOCGLGKA_00007	CDS	636				hypothetical protein
GOCGLGKA_00008	CDS	702				hypothetical protein
GOCGLGKA_00009	CDS	2253				hypothetical protein
GOCGLGKA_00010	CDS	5085				hypothetical protein
GOCGLGKA_00011	CDS	528				hypothetical protein
GOCGLGKA_00012	CDS	504				hypothetical protein
GOCGLGKA_00013	CDS	3690				hypothetical protein
GOCGLGKA_00014	CDS	177				hypothetical protein
GOCGLGKA_00015	CDS	252				hypothetical protein
GOCGLGKA_00016	CDS	1308				hypothetical protein
GOCGLGKA_00017	CDS	1455				hypothetical protein
GOCGLGKA_00018	CDS	1968				hypothetical protein
GOCGLGKA_00019	CDS	447				hypothetical protein
GOCGLGKA_00020	CDS	303				hypothetical protein
GOCGLGKA_00021	CDS	459				hypothetical protein
GOCGLGKA_00022	CDS	186				hypothetical protein
