#id:	circular_pair_809
#START	STOP	FRAME	CONTIG	SCORE
3	848	+	circular_pair_809	-5299585.291287429175686253966	
1128	877	-	circular_pair_809	-888.1020857795042373738998344	
1568	1140	-	circular_pair_809	-244.6795003181811951124211452	
1713	1558	-	circular_pair_809	-0.06876099728249585645015331571	
1821	1723	-	circular_pair_809	-6.078871023549280232770120351	
1887	2087	+	circular_pair_809	-290.8320960129084426245913473	
2145	2570	+	circular_pair_809	-86999.79472363592901076210953	
2581	3324	+	circular_pair_809	-1027820.795249481549856625416	
3348	3479	+	circular_pair_809	-0.8979060980701869691651076283	
3493	3765	+	circular_pair_809	-275.0341129370258994018081828	
3813	4298	+	circular_pair_809	-6780.322646331411517498074926	
