locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHNIGCJK_00001	CDS	522				hypothetical protein
EHNIGCJK_00002	CDS	279				hypothetical protein
EHNIGCJK_00003	CDS	606				hypothetical protein
EHNIGCJK_00004	CDS	282				hypothetical protein
EHNIGCJK_00005	CDS	144				hypothetical protein
EHNIGCJK_00006	CDS	396				hypothetical protein
EHNIGCJK_00007	CDS	132				hypothetical protein
EHNIGCJK_00008	CDS	420				hypothetical protein
EHNIGCJK_00009	CDS	366				hypothetical protein
EHNIGCJK_00010	CDS	291				hypothetical protein
EHNIGCJK_00011	CDS	189				hypothetical protein
EHNIGCJK_00012	CDS	258				hypothetical protein
EHNIGCJK_00013	CDS	345				hypothetical protein
EHNIGCJK_00014	CDS	396				hypothetical protein
EHNIGCJK_00015	CDS	144				hypothetical protein
EHNIGCJK_00016	CDS	282				hypothetical protein
EHNIGCJK_00017	CDS	606				hypothetical protein
EHNIGCJK_00018	CDS	279				hypothetical protein
EHNIGCJK_00019	CDS	1233				hypothetical protein
EHNIGCJK_00020	CDS	1695				hypothetical protein
EHNIGCJK_00021	CDS	600				hypothetical protein
EHNIGCJK_00022	CDS	261				hypothetical protein
EHNIGCJK_00023	CDS	306				hypothetical protein
EHNIGCJK_00024	CDS	195				hypothetical protein
EHNIGCJK_00025	CDS	426				hypothetical protein
EHNIGCJK_00026	CDS	462				hypothetical protein
EHNIGCJK_00027	CDS	393				hypothetical protein
EHNIGCJK_00028	CDS	801				hypothetical protein
EHNIGCJK_00029	CDS	660				hypothetical protein
EHNIGCJK_00030	CDS	210				hypothetical protein
EHNIGCJK_00031	CDS	1248				hypothetical protein
EHNIGCJK_00032	CDS	1233				hypothetical protein
EHNIGCJK_00033	CDS	279				hypothetical protein
EHNIGCJK_00034	CDS	606				hypothetical protein
EHNIGCJK_00035	CDS	282				hypothetical protein
EHNIGCJK_00036	CDS	144				hypothetical protein
EHNIGCJK_00037	CDS	180				hypothetical protein
EHNIGCJK_00038	CDS	132				hypothetical protein
EHNIGCJK_00039	CDS	258				hypothetical protein
EHNIGCJK_00040	CDS	297				hypothetical protein
EHNIGCJK_00041	CDS	159				hypothetical protein
EHNIGCJK_00042	CDS	237				hypothetical protein
EHNIGCJK_00043	CDS	246				hypothetical protein
EHNIGCJK_00044	CDS	396				hypothetical protein
EHNIGCJK_00045	CDS	144				hypothetical protein
EHNIGCJK_00046	CDS	282				hypothetical protein
EHNIGCJK_00047	CDS	606				hypothetical protein
EHNIGCJK_00048	CDS	279				hypothetical protein
