locus_tag	ftype	length_bp	gene	EC_number	COG	product
IOOCODDP_00001	CDS	504				hypothetical protein
IOOCODDP_00002	CDS	453				hypothetical protein
IOOCODDP_00003	CDS	2013				hypothetical protein
IOOCODDP_00004	CDS	564				hypothetical protein
IOOCODDP_00005	CDS	894				hypothetical protein
IOOCODDP_00006	CDS	906				hypothetical protein
IOOCODDP_00007	CDS	231				hypothetical protein
IOOCODDP_00008	CDS	1602				hypothetical protein
IOOCODDP_00009	CDS	261				hypothetical protein
IOOCODDP_00010	CDS	411				hypothetical protein
IOOCODDP_00011	CDS	228				hypothetical protein
IOOCODDP_00012	CDS	690				hypothetical protein
IOOCODDP_00013	CDS	306				hypothetical protein
IOOCODDP_00014	CDS	177				hypothetical protein
