CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	-	27	287	261	contig_1325							
2	glimmer	-	27	296	270	contig_1325													
3							phanotate	-	281	412	132	contig_1325							
4	glimmer	-	348	497	150	contig_1325													
5							phanotate	+	472	1032	561	contig_1325	prodigal	+	472	1032	561	contig_1325	
6	glimmer	-	853	1017	165	contig_1325													
7	glimmer	+	1016	1195	180	contig_1325	phanotate	+	1016	1195	180	contig_1325	prodigal	+	1016	1195	180	contig_1325	
8							phanotate	+	1219	1707	489	contig_1325							
9													prodigal	+	1234	1707	474	contig_1325	
10	glimmer	-	1260	1382	123	contig_1325													
11	glimmer	-	1477	1737	261	contig_1325													
12							phanotate	+	1723	2043	321	contig_1325	prodigal	+	1723	2043	321	contig_1325	
13	glimmer	-	1939	2052	114	contig_1325													
14							phanotate	+	2051	2143	93	contig_1325							
15							phanotate	+	2143	2493	351	contig_1325	prodigal	+	2143	2493	351	contig_1325	
16	glimmer	+	2158	2493	336	contig_1325													
17							phanotate	+	2477	2626	150	contig_1325							
18	glimmer	+	2623	2898	276	contig_1325													
19							phanotate	+	2689	2898	210	contig_1325							
20													prodigal	+	2704	2898	195	contig_1325	
21	glimmer	+	2895	3356	462	contig_1325	phanotate	+	2895	3356	462	contig_1325	prodigal	+	2895	3356	462	contig_1325	
22	glimmer	+	3307	3906	600	contig_1325	phanotate	+	3307	3906	600	contig_1325	prodigal	+	3307	3906	600	contig_1325	
23	glimmer	+	3863	4330	468	contig_1325	phanotate	+	3863	4330	468	contig_1325	prodigal	+	3863	4330	468	contig_1325	
24							phanotate	+	4327	4425	99	contig_1325							
25	glimmer	+	4425	4646	222	contig_1325	phanotate	+	4425	4646	222	contig_1325	prodigal	+	4425	4646	222	contig_1325	
26	glimmer	-	4630	4875	246	contig_1325													
27							phanotate	+	4756	4860	105	contig_1325							
28							phanotate	+	4890	4988	99	contig_1325							
29							phanotate	+	5057	5167	111	contig_1325							
30							phanotate	+	5148	5243	96	contig_1325							
31	glimmer	-	5215	5343	129	contig_1325													
32							phanotate	+	5243	5380	138	contig_1325							
33							phanotate	+	5400	5549	150	contig_1325							
34	glimmer	-	5464	5622	159	contig_1325													
35							phanotate	+	5550	5657	108	contig_1325							
36							phanotate	-	5662	5811	150	contig_1325							
37	glimmer	+	5696	5875	180	contig_1325							prodigal	+	5696	5875	180	contig_1325	
38	glimmer	-	5828	6439	612	contig_1325	phanotate	-	5828	6439	612	contig_1325	prodigal	-	5828	6439	612	contig_1325	
39	glimmer	-	6517	6840	324	contig_1325	phanotate	-	6517	6840	324	contig_1325	prodigal	-	6517	6840	324	contig_1325	
40							phanotate	-	6788	6940	153	contig_1325							
41	glimmer	+	6844	7077	234	contig_1325													
42							phanotate	-	7049	7201	153	contig_1325							
43	glimmer	-	7116	7373	258	contig_1325							prodigal	-	7116	7373	258	contig_1325	
44							phanotate	-	7243	7407	165	contig_1325							
45	glimmer	-	7432	7545	114	contig_1325	phanotate	-	7432	7545	114	contig_1325							
46	glimmer	-	7576	7698	123	contig_1325	phanotate	-	7576	7698	123	contig_1325							
47							phanotate	-	7737	7829	93	contig_1325							
