locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILNADNDD_00001	CDS	681				hypothetical protein
ILNADNDD_00002	CDS	507				hypothetical protein
ILNADNDD_00003	CDS	1068				hypothetical protein
ILNADNDD_00004	CDS	1251				hypothetical protein
ILNADNDD_00005	CDS	1419				hypothetical protein
ILNADNDD_00006	CDS	543				hypothetical protein
ILNADNDD_00007	CDS	801				hypothetical protein
ILNADNDD_00008	CDS	936				hypothetical protein
ILNADNDD_00009	CDS	2169				hypothetical protein
ILNADNDD_00010	CDS	1815				hypothetical protein
ILNADNDD_00011	CDS	327				hypothetical protein
ILNADNDD_00012	CDS	1458				hypothetical protein
ILNADNDD_00013	CDS	996				hypothetical protein
ILNADNDD_00014	CDS	450				hypothetical protein
ILNADNDD_00015	CDS	276				hypothetical protein
ILNADNDD_00016	CDS	246				hypothetical protein
ILNADNDD_00017	CDS	570				hypothetical protein
ILNADNDD_00018	CDS	243				hypothetical protein
ILNADNDD_00019	CDS	396				hypothetical protein
ILNADNDD_00020	CDS	420				hypothetical protein
ILNADNDD_00021	CDS	294				hypothetical protein
