#id:	circular_read_240
#START	STOP	FRAME	CONTIG	SCORE
150	1	-	circular_read_240	-3.434972597097770279581919414	
766	164	-	circular_read_240	-27082.09078543853577072049319	
940	1542	+	circular_read_240	-25621.76643293875271222281687	
1556	2014	+	circular_read_240	-417.8589990376864371519192840	
2027	2317	+	circular_read_240	-217.8910284510750653981884893	
2317	2676	+	circular_read_240	-839.5458726666214225811732200	
2669	3007	+	circular_read_240	-1956.959899229240857202742876	
3009	3173	+	circular_read_240	-2.172145362768541623549301988	
3151	3408	+	circular_read_240	-194.4363136686736332383017169	
3459	3599	+	circular_read_240	-0.6732794615419058131465403218	
3602	5125	+	circular_read_240	-519746059.2849610985315462261	
6777	5122	-	circular_read_240	-10308664650.87229554485011422	
6920	6780	-	circular_read_240	-0.6793340110353412331745903064	
7228	6971	-	circular_read_240	-194.4363136686736332383017168	
7370	7206	-	circular_read_240	-2.203806772767524107113898082	
7710	7372	-	circular_read_240	-2753.453856453304390669344365	
8062	7703	-	circular_read_240	-839.5458726666214225811732185	
8352	8062	-	circular_read_240	-217.8910284510750653981884896	
8622	8365	-	circular_read_240	-61.10892413131113646630780843	
