locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGNFKOBN_00001	CDS	2118				hypothetical protein
OGNFKOBN_00002	CDS	318				hypothetical protein
OGNFKOBN_00003	CDS	1647				hypothetical protein
OGNFKOBN_00004	CDS	231				hypothetical protein
OGNFKOBN_00005	CDS	519				hypothetical protein
OGNFKOBN_00006	CDS	486				hypothetical protein
OGNFKOBN_00007	CDS	747				hypothetical protein
OGNFKOBN_00008	CDS	816				hypothetical protein
OGNFKOBN_00009	CDS	423				hypothetical protein
OGNFKOBN_00010	CDS	1170	intS		COG0582	Prophage integrase IntS
OGNFKOBN_00011	CDS	219				hypothetical protein
OGNFKOBN_00012	CDS	774				hypothetical protein
OGNFKOBN_00013	CDS	1383				hypothetical protein
OGNFKOBN_00014	CDS	720				hypothetical protein
