locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGIDCOPK_00001	CDS	312				hypothetical protein
IGIDCOPK_00002	CDS	378				hypothetical protein
IGIDCOPK_00003	CDS	768				hypothetical protein
IGIDCOPK_00004	CDS	423				hypothetical protein
IGIDCOPK_00005	CDS	1068				hypothetical protein
IGIDCOPK_00006	CDS	1251				hypothetical protein
IGIDCOPK_00007	CDS	1386				hypothetical protein
IGIDCOPK_00008	CDS	561				hypothetical protein
IGIDCOPK_00009	CDS	801				hypothetical protein
IGIDCOPK_00010	CDS	936				hypothetical protein
IGIDCOPK_00011	CDS	2181				hypothetical protein
IGIDCOPK_00012	CDS	1782				hypothetical protein
IGIDCOPK_00013	CDS	330				hypothetical protein
IGIDCOPK_00014	CDS	1464				hypothetical protein
IGIDCOPK_00015	CDS	987				hypothetical protein
IGIDCOPK_00016	CDS	429				hypothetical protein
IGIDCOPK_00017	CDS	276				hypothetical protein
IGIDCOPK_00018	CDS	240				hypothetical protein
IGIDCOPK_00019	CDS	114				hypothetical protein
IGIDCOPK_00020	CDS	180				hypothetical protein
IGIDCOPK_00021	CDS	549				hypothetical protein
IGIDCOPK_00022	CDS	288				hypothetical protein
IGIDCOPK_00023	CDS	309				hypothetical protein
IGIDCOPK_00024	CDS	321				hypothetical protein
IGIDCOPK_00025	CDS	369				hypothetical protein
