locus_tag	ftype	length_bp	gene	EC_number	COG	product
IIEBLNFH_00001	CDS	441				hypothetical protein
IIEBLNFH_00002	CDS	408				hypothetical protein
IIEBLNFH_00003	CDS	1404				hypothetical protein
IIEBLNFH_00004	CDS	393	xkdM_1			Phage-like element PBSX protein XkdM
IIEBLNFH_00005	CDS	204				hypothetical protein
IIEBLNFH_00006	CDS	2886				hypothetical protein
IIEBLNFH_00007	CDS	366				hypothetical protein
IIEBLNFH_00008	CDS	348				hypothetical protein
IIEBLNFH_00009	CDS	759				hypothetical protein
IIEBLNFH_00010	CDS	555				hypothetical protein
IIEBLNFH_00011	CDS	597				hypothetical protein
IIEBLNFH_00012	CDS	759				hypothetical protein
IIEBLNFH_00013	CDS	585				hypothetical protein
IIEBLNFH_00014	CDS	2703				hypothetical protein
IIEBLNFH_00015	CDS	426				hypothetical protein
IIEBLNFH_00016	CDS	363	xkdM_2			Phage-like element PBSX protein XkdM
IIEBLNFH_00017	CDS	1428				hypothetical protein
IIEBLNFH_00018	CDS	405				hypothetical protein
IIEBLNFH_00019	CDS	441				hypothetical protein
IIEBLNFH_00020	CDS	369				hypothetical protein
IIEBLNFH_00021	CDS	366				hypothetical protein
IIEBLNFH_00022	CDS	120				hypothetical protein
IIEBLNFH_00023	CDS	546				hypothetical protein
IIEBLNFH_00024	CDS	162				hypothetical protein
IIEBLNFH_00025	CDS	198				hypothetical protein
IIEBLNFH_00026	CDS	198				hypothetical protein
