locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEBMNDI_00001	CDS	372				hypothetical protein
LCEBMNDI_00002	CDS	621				hypothetical protein
LCEBMNDI_00003	CDS	384				hypothetical protein
LCEBMNDI_00004	CDS	609	pinR	3.1.22.-	COG1961	Serine recombinase PinR
LCEBMNDI_00005	CDS	855	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
LCEBMNDI_00006	CDS	327				hypothetical protein
LCEBMNDI_00007	CDS	681				hypothetical protein
LCEBMNDI_00008	CDS	837				hypothetical protein
LCEBMNDI_00009	CDS	432				hypothetical protein
LCEBMNDI_00010	CDS	495				hypothetical protein
LCEBMNDI_00011	CDS	222				hypothetical protein
LCEBMNDI_00012	CDS	537				hypothetical protein
LCEBMNDI_00013	CDS	168				hypothetical protein
LCEBMNDI_00014	CDS	354				hypothetical protein
LCEBMNDI_00015	CDS	888				hypothetical protein
LCEBMNDI_00016	CDS	858				hypothetical protein
LCEBMNDI_00017	CDS	834				hypothetical protein
LCEBMNDI_00018	CDS	663				hypothetical protein
LCEBMNDI_00019	CDS	429				hypothetical protein
LCEBMNDI_00020	CDS	252				hypothetical protein
LCEBMNDI_00021	CDS	219				hypothetical protein
LCEBMNDI_00022	CDS	282				hypothetical protein
LCEBMNDI_00023	CDS	756				hypothetical protein
LCEBMNDI_00024	CDS	426				hypothetical protein
LCEBMNDI_00025	CDS	744				hypothetical protein
LCEBMNDI_00026	CDS	192				hypothetical protein
LCEBMNDI_00027	CDS	273				hypothetical protein
LCEBMNDI_00028	CDS	1602				hypothetical protein
LCEBMNDI_00029	CDS	378				hypothetical protein
LCEBMNDI_00030	CDS	258				hypothetical protein
LCEBMNDI_00031	CDS	306				hypothetical protein
LCEBMNDI_00032	CDS	315				hypothetical protein
LCEBMNDI_00033	CDS	249				hypothetical protein
LCEBMNDI_00034	CDS	225				hypothetical protein
LCEBMNDI_00035	CDS	447				hypothetical protein
LCEBMNDI_00036	CDS	267				hypothetical protein
LCEBMNDI_00037	CDS	144				hypothetical protein
LCEBMNDI_00038	CDS	600	noc			Nucleoid occlusion protein
LCEBMNDI_00039	CDS	744				hypothetical protein
LCEBMNDI_00040	CDS	483	queT		COG4708	Queuosine precursor transporter QueT
LCEBMNDI_00041	CDS	675				hypothetical protein
LCEBMNDI_00042	CDS	1281				hypothetical protein
LCEBMNDI_00043	CDS	1395				hypothetical protein
LCEBMNDI_00044	CDS	936				hypothetical protein
LCEBMNDI_00045	CDS	687				hypothetical protein
LCEBMNDI_00046	CDS	822				hypothetical protein
LCEBMNDI_00047	CDS	372				hypothetical protein
LCEBMNDI_00048	CDS	297				hypothetical protein
LCEBMNDI_00049	CDS	375				hypothetical protein
LCEBMNDI_00050	CDS	399				hypothetical protein
LCEBMNDI_00051	CDS	615				hypothetical protein
LCEBMNDI_00052	CDS	372				hypothetical protein
LCEBMNDI_00053	CDS	318				hypothetical protein
LCEBMNDI_00054	CDS	3378				hypothetical protein
LCEBMNDI_00055	CDS	807				hypothetical protein
LCEBMNDI_00056	CDS	2139				hypothetical protein
LCEBMNDI_00057	CDS	186				hypothetical protein
LCEBMNDI_00058	CDS	1116				hypothetical protein
LCEBMNDI_00059	CDS	279				hypothetical protein
LCEBMNDI_00060	CDS	213				hypothetical protein
