locus_tag	ftype	length_bp	gene	EC_number	COG	product
JFJCDBHI_00001	CDS	201				hypothetical protein
JFJCDBHI_00002	CDS	192				hypothetical protein
JFJCDBHI_00003	CDS	222				hypothetical protein
JFJCDBHI_00004	CDS	2184				hypothetical protein
JFJCDBHI_00005	CDS	1287			COG1783	putative protein
JFJCDBHI_00006	CDS	198				hypothetical protein
JFJCDBHI_00007	CDS	423				hypothetical protein
JFJCDBHI_00008	CDS	405				hypothetical protein
JFJCDBHI_00009	CDS	339				hypothetical protein
JFJCDBHI_00010	CDS	471				hypothetical protein
JFJCDBHI_00011	CDS	252				hypothetical protein
JFJCDBHI_00012	CDS	297				hypothetical protein
JFJCDBHI_00013	CDS	318				hypothetical protein
JFJCDBHI_00014	CDS	684				hypothetical protein
JFJCDBHI_00015	CDS	303				hypothetical protein
JFJCDBHI_00016	CDS	354				hypothetical protein
JFJCDBHI_00017	CDS	378				hypothetical protein
JFJCDBHI_00018	CDS	171				hypothetical protein
JFJCDBHI_00019	CDS	297				hypothetical protein
JFJCDBHI_00020	CDS	591				hypothetical protein
JFJCDBHI_00021	CDS	300				hypothetical protein
JFJCDBHI_00022	CDS	600				hypothetical protein
JFJCDBHI_00023	CDS	381				hypothetical protein
JFJCDBHI_00024	CDS	369				Single-stranded DNA-binding protein
JFJCDBHI_00025	CDS	873				hypothetical protein
JFJCDBHI_00026	CDS	189				hypothetical protein
JFJCDBHI_00027	CDS	294				hypothetical protein
JFJCDBHI_00028	CDS	180				hypothetical protein
JFJCDBHI_00029	CDS	444				hypothetical protein
JFJCDBHI_00030	CDS	279				hypothetical protein
JFJCDBHI_00031	CDS	408				hypothetical protein
JFJCDBHI_00032	CDS	234				hypothetical protein
JFJCDBHI_00033	CDS	258				hypothetical protein
JFJCDBHI_00034	CDS	267				hypothetical protein
JFJCDBHI_00035	CDS	330				hypothetical protein
JFJCDBHI_00036	CDS	354				hypothetical protein
JFJCDBHI_00037	CDS	294				hypothetical protein
JFJCDBHI_00038	CDS	411				hypothetical protein
JFJCDBHI_00039	CDS	378				hypothetical protein
JFJCDBHI_00040	CDS	354				hypothetical protein
JFJCDBHI_00041	CDS	1203				hypothetical protein
JFJCDBHI_00042	CDS	945				hypothetical protein
JFJCDBHI_00043	CDS	591				hypothetical protein
JFJCDBHI_00044	CDS	1107				hypothetical protein
JFJCDBHI_00045	CDS	930				hypothetical protein
JFJCDBHI_00046	CDS	2868				hypothetical protein
JFJCDBHI_00047	CDS	354				hypothetical protein
JFJCDBHI_00048	CDS	393				hypothetical protein
JFJCDBHI_00049	CDS	615				hypothetical protein
JFJCDBHI_00050	CDS	462				hypothetical protein
JFJCDBHI_00051	CDS	339				hypothetical protein
JFJCDBHI_00052	CDS	384				hypothetical protein
JFJCDBHI_00053	CDS	696				hypothetical protein
