#id:	circular_pair_4284
#START	STOP	FRAME	CONTIG	SCORE
2	241	+	circular_pair_4284	-43.83734306053170703635829623	
235	327	+	circular_pair_4284	-1.415484162339690048531962137	
986	351	-	circular_pair_4284	-590.5756492515495419563623071	
1046	2122	+	circular_pair_4284	-18221660.10571707397742210432	
2116	2208	+	circular_pair_4284	-1.415484162339690048531962137	
2867	2232	-	circular_pair_4284	-590.5756492515495419563623071	
2927	4003	+	circular_pair_4284	-18221660.10571707397742210432	
3997	4089	+	circular_pair_4284	-1.415484162339690048531962137	
4748	4113	-	circular_pair_4284	-590.5756492515495419563623071	
4808	5710	+	circular_pair_4284	-438722.4949413761133854345735	
