ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	241	+	13.2	Prodigal_v2.6.3	circular_pair_4284
1_2	192	371	+	2.6	Prodigal_v2.6.3	circular_pair_4284
1_3	351	986	-	16.4	Prodigal_v2.6.3	circular_pair_4284
1_4	1046	2122	+	100.0	Prodigal_v2.6.3	circular_pair_4284
1_5	2073	2252	+	2.6	Prodigal_v2.6.3	circular_pair_4284
1_6	2232	2867	-	16.4	Prodigal_v2.6.3	circular_pair_4284
1_7	2927	4003	+	100.0	Prodigal_v2.6.3	circular_pair_4284
1_8	3954	4133	+	2.6	Prodigal_v2.6.3	circular_pair_4284
1_9	4113	4748	-	16.4	Prodigal_v2.6.3	circular_pair_4284
1_10	4808	5710	+	83.3	Prodigal_v2.6.3	circular_pair_4284
orf00001	4793	24	+	13.04	glimmer3	circular_pair_4284
orf00002	17	241	+	7.03	glimmer3	circular_pair_4284
orf00003	351	986	-	12.10	glimmer3	circular_pair_4284
orf00004	1031	2122	+	12.17	glimmer3	circular_pair_4284
orf00005	2232	2867	-	12.10	glimmer3	circular_pair_4284
orf00006	2912	4003	+	12.17	glimmer3	circular_pair_4284
orf00007	4113	4748	-	12.10	glimmer3	circular_pair_4284
NA	2	241	+	NA	PHANOTATE	circular_pair_4284
NA	235	327	+	NA	PHANOTATE	circular_pair_4284
NA	986	351	-	NA	PHANOTATE	circular_pair_4284
NA	1046	2122	+	NA	PHANOTATE	circular_pair_4284
NA	2116	2208	+	NA	PHANOTATE	circular_pair_4284
NA	2867	2232	-	NA	PHANOTATE	circular_pair_4284
NA	2927	4003	+	NA	PHANOTATE	circular_pair_4284
NA	3997	4089	+	NA	PHANOTATE	circular_pair_4284
NA	4748	4113	-	NA	PHANOTATE	circular_pair_4284
NA	4808	5710	+	NA	PHANOTATE	circular_pair_4284
