CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	+	3	236	234	contig_839	prodigal	+	3	236	234	contig_839	
2	glimmer	-	111	233	123	contig_839													
3							phanotate	+	211	396	186	contig_839							
4							phanotate	+	371	511	141	contig_839							
5							phanotate	+	543	650	108	contig_839							
6							phanotate	+	670	759	90	contig_839							
7	glimmer	-	801	1025	225	contig_839													
8							phanotate	+	873	980	108	contig_839							
9							phanotate	+	999	1340	342	contig_839							
10							phanotate	+	1316	1408	93	contig_839							
11	glimmer	-	1428	2036	609	contig_839	phanotate	-	1428	2036	609	contig_839	prodigal	-	1428	2036	609	contig_839	
12	glimmer	-	2045	2332	288	contig_839	phanotate	-	2045	2332	288	contig_839	prodigal	-	2045	2332	288	contig_839	
13	glimmer	-	2329	2553	225	contig_839	phanotate	-	2329	2553	225	contig_839	prodigal	-	2329	2553	225	contig_839	
14	glimmer	-	2550	3269	720	contig_839	phanotate	-	2550	3269	720	contig_839	prodigal	-	2550	3269	720	contig_839	
15	glimmer	-	3313	3597	285	contig_839	phanotate	-	3313	3597	285	contig_839	prodigal	-	3313	3597	285	contig_839	
16	glimmer	-	3594	4880	1287	contig_839							prodigal	-	3594	4880	1287	contig_839	
17							phanotate	-	3594	4952	1359	contig_839							
18	glimmer	-	4877	5257	381	contig_839	phanotate	-	4877	5257	381	contig_839	prodigal	-	4877	5257	381	contig_839	
19	glimmer	-	5261	5515	255	contig_839	phanotate	-	5261	5515	255	contig_839	prodigal	-	5261	5515	255	contig_839	
20	glimmer	-	5517	6023	507	contig_839							prodigal	-	5517	6023	507	contig_839	
21							phanotate	-	5517	6101	585	contig_839							
22													prodigal	-	5989	6762	774	contig_839	
23	glimmer	-	5989	6813	825	contig_839	phanotate	-	5989	6813	825	contig_839							
24	glimmer	-	6888	7157	270	contig_839													
25							phanotate	-	6888	7166	279	contig_839	prodigal	-	6888	7166	279	contig_839	
26	glimmer	+	7264	7605	342	contig_839	phanotate	+	7264	7605	342	contig_839	prodigal	+	7264	7605	342	contig_839	
27							phanotate	+	7661	7771	111	contig_839							
28							phanotate	+	7786	7881	96	contig_839							
29	glimmer	+	7965	8312	348	contig_839	phanotate	+	7965	8312	348	contig_839	prodigal	+	7965	8312	348	contig_839	
