#id:	circular_read_88
#START	STOP	FRAME	CONTIG	SCORE
337	56	-	circular_read_88	-187.6379129268859660917755818	
625	473	-	circular_read_88	-19.55863337929752329920829977	
876	637	-	circular_read_88	-9.847621608396715548982682736	
1073	939	-	circular_read_88	-0.5301378747121094918437476636	
1317	1102	-	circular_read_88	-56.43371053443543484061233676	
1349	1462	+	circular_read_88	-4.471616956041799068996262155	
1591	1755	+	circular_read_88	-1.478886858919629930709327477	
1805	2038	+	circular_read_88	-2.309313746736919262556725466	
1986	2210	+	circular_read_88	-52.75269861888266059346311172	
2362	2472	+	circular_read_88	-0.3907361455528503519755744522	
2530	2628	+	circular_read_88	-7.561104147984541231386486146	
2819	2730	-	circular_read_88	-0.3467983175940294110034299476	
3062	2913	-	circular_read_88	-9.870151415695491762441741303	
3197	3087	-	circular_read_88	-3.417544133720993395398129606	
3180	3338	+	circular_read_88	-37.78240275501878050702782440	
3347	3478	+	circular_read_88	-2.056460794000972512450051012	
3563	3679	+	circular_read_88	-0.1886009594251179968826636853	
3745	3834	+	circular_read_88	-0.9386095051951432013850304879	
3924	4058	+	circular_read_88	-27.68303229364496454722636498	
4073	4225	+	circular_read_88	-2.808348313018472616739132528	
4580	4257	-	circular_read_88	-6.456270751632604500004423578	
4863	4654	-	circular_read_88	-0.5623606350279692376573501552	
5081	4989	-	circular_read_88	-1.867171500633407604880740248	
5132	5236	+	circular_read_88	-10.24375351000672906807506199	
5332	5472	+	circular_read_88	-2.271254989924831421239748154	
5479	5577	+	circular_read_88	-0.6955712323760793378504542383	
5727	5605	-	circular_read_88	-6.989737796973773610381027417	
5931	5794	-	circular_read_88	-2.926694230981253317050050446	
6093	5977	-	circular_read_88	-2.210967590889231746643220996	
6371	6180	-	circular_read_88	-0.7859276825559431454969849351	
6421	6323	-	circular_read_88	-0.2105353720911494459731036983	
6653	6510	-	circular_read_88	-0.2238501181145334203969471259	
6922	6662	-	circular_read_88	-7.436037177013780631604498965	
7036	6938	-	circular_read_88	-1.816096242840223633151869928	
7103	7201	+	circular_read_88	-9.771527247596250372516494235	
7260	7352	+	circular_read_88	-1.159695536841568181665509123	
7526	7410	-	circular_read_88	-2.322887570786652079621655426	
7896	7780	-	circular_read_88	-0.3660371451460568300612727324	
8060	7893	-	circular_read_88	-7.596593392472493168865028834	
8161	8027	-	circular_read_88	-0.3678213248276533793217693275	
8395	8273	-	circular_read_88	-1.827634403965520034041201943	
8747	8604	-	circular_read_88	-11.78037389359548279178621928	
8923	8765	-	circular_read_88	-4.909236819738005044172800266	
9108	8920	-	circular_read_88	-5.404043220936591889030551281	
9288	9112	-	circular_read_88	-4.664125747387811325049720856	
9479	9333	-	circular_read_88	-1.035077793977638658992915452	
9675	9520	-	circular_read_88	-3.247948467073736196313603883	
9654	9875	+	circular_read_88	-15.87727074717395030938314632	
9932	10054	+	circular_read_88	-15.76526151364755602342710625	
10030	10209	+	circular_read_88	-29.07573652804942871780016686	
10213	10380	+	circular_read_88	-2.106916351644938604038738751	
10683	10513	-	circular_read_88	-12.94563158703314071329831327	
10781	10662	-	circular_read_88	-3.687708211409377688703333156	
10941	10798	-	circular_read_88	-11.48377446700504873232391398	
11253	11050	-	circular_read_88	-16.22378663564705025138674343	
11461	11366	-	circular_read_88	-0.1185326198640661447087820776	
11595	11434	-	circular_read_88	-5.233070899367497655032361914	
11835	11686	-	circular_read_88	-6.394326154990711288074112650	
12020	11844	-	circular_read_88	-0.4462185300474878879752885045	
12215	12117	-	circular_read_88	-2.057337182708731624910854664	
12408	12307	-	circular_read_88	-3.476594427697337757160336422	
12532	12398	-	circular_read_88	-2.333005322483713535527651130	
12716	12618	-	circular_read_88	-2.102380504842512965793423967	
12703	12912	+	circular_read_88	-116.6023400380348457704599805	
13054	12959	-	circular_read_88	-2.631063903278592271026903831	
13160	13017	-	circular_read_88	-3.509337255894480670594053017	
13418	13320	-	circular_read_88	-0.1623296667450742478017028572	
13565	13467	-	circular_read_88	-2.166047564219280609741375566	
13726	13574	-	circular_read_88	-0.6761485392468818502927737069	
13839	13723	-	circular_read_88	-3.643551925447656967332142444	
14030	13884	-	circular_read_88	-0.6582013754605330207221819039	
14111	14299	+	circular_read_88	-58.33318102058692354806301778	
14563	14336	-	circular_read_88	-6.520174591968763445736065913	
14758	14654	-	circular_read_88	-2.887410244405137265548313992	
14826	14984	+	circular_read_88	-2.422864079571964560186658822	
15185	15090	-	circular_read_88	-3.684770146376045460326455852	
15383	15267	-	circular_read_88	-0.1613833697244701025399518125	
15665	15528	-	circular_read_88	-3.529293038175731076454130679	
15851	15738	-	circular_read_88	-0.1305250833873924320729289021	
15975	15883	-	circular_read_88	-2.697914723791109629589993813	
15954	16055	+	circular_read_88	-5.834712438291341866999085963	
16052	16141	+	circular_read_88	-0.3333536064500776599267621890	
16169	16291	+	circular_read_88	-8.696215357492124056118392476	
16279	16383	+	circular_read_88	-8.738316862654337402633478507	
16435	16632	+	circular_read_88	-13.71308099419204381793056444	
16598	16693	+	circular_read_88	-1.194374464563919361254435541	
16824	16916	+	circular_read_88	-5.840101277005532588989157300	
16932	17267	+	circular_read_88	-186.8373415444669459444034384	
17249	17341	+	circular_read_88	-2.676920261578803030483322696	
17364	17456	+	circular_read_88	-0.3449849928209832147675589327	
17513	17626	+	circular_read_88	-1.051554969501044823109154355	
17700	17807	+	circular_read_88	-6.517495326658668337596157383	
17904	18038	+	circular_read_88	-16.78144933583659835094716706	
18070	18162	+	circular_read_88	-0.3854373630839407594153521038	
18540	18199	-	circular_read_88	-23.09026527368595184995387579	
18663	18571	-	circular_read_88	-4.154512927748061640090276644	
18766	18671	-	circular_read_88	-0.4545336368597562772409347177	
18815	18922	+	circular_read_88	-7.024973636998101686625053394	
19012	19197	+	circular_read_88	-104.9826973422483383004662176	
19403	19278	-	circular_read_88	-0.3145575797441498021432761278	
19467	19375	-	circular_read_88	-2.052631498844865684932955867	
19616	19527	-	circular_read_88	-0.1011593967992509121957188048	
19880	19761	-	circular_read_88	-0.3777176496271710768775398885	
20132	20263	+	circular_read_88	-0.6078454674580053955060606158	
20435	20527	+	circular_read_88	-0.5078178227298960071742246886	
20542	20640	+	circular_read_88	-15.78113587307571830660948581	
20797	20922	+	circular_read_88	-0.9666231860555058520822899432	
21120	21233	+	circular_read_88	-0.4747065462815016463422505027	
