CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1	glimmer	+	131	613	483	contig_2196	phanotate	+	131	613	483	contig_2196	prodigal	+	131	613	483	contig_2196	
2	glimmer	+	639	2189	1551	contig_2196													
3							phanotate	+	669	2189	1521	contig_2196	prodigal	+	669	2189	1521	contig_2196	
4							phanotate	+	2161	2346	186	contig_2196							
5	glimmer	+	2423	2590	168	contig_2196	phanotate	+	2423	2590	168	contig_2196	prodigal	+	2423	2590	168	contig_2196	
6							phanotate	+	2632	2772	141	contig_2196							
7							phanotate	+	2877	3245	369	contig_2196	prodigal	+	2877	3245	369	contig_2196	
8	glimmer	+	3018	3245	228	contig_2196													
9													prodigal	+	3260	3364	105	contig_2196	
10							phanotate	+	3318	3668	351	contig_2196							
11													prodigal	+	3327	3668	342	contig_2196	
12													prodigal	+	3616	4023	408	contig_2196	
13	glimmer	+	3742	4023	282	contig_2196	phanotate	+	3742	4023	282	contig_2196							
14	glimmer	+	4030	4572	543	contig_2196	phanotate	+	4030	4572	543	contig_2196							
15													prodigal	+	4039	4572	534	contig_2196	
16							phanotate	-	4646	5179	534	contig_2196	prodigal	-	4646	5179	534	contig_2196	
17	glimmer	-	4646	5188	543	contig_2196													
18													prodigal	-	5195	5890	696	contig_2196	
19	glimmer	-	5195	5899	705	contig_2196	phanotate	-	5195	5899	705	contig_2196							
20													prodigal	-	5853	5957	105	contig_2196	
21	glimmer	-	5972	6199	228	contig_2196													
22							phanotate	-	5972	6340	369	contig_2196	prodigal	-	5972	6340	369	contig_2196	
23							phanotate	-	6446	6619	174	contig_2196	prodigal	-	6446	6619	174	contig_2196	
24							phanotate	-	6700	6792	93	contig_2196	prodigal	-	6700	6792	93	contig_2196	
25							phanotate	-	6869	7054	186	contig_2196							
26							phanotate	-	7026	7811	786	contig_2196	prodigal	-	7026	7811	786	contig_2196	
27	glimmer	-	7026	7973	948	contig_2196													
28							phanotate	-	7891	8142	252	contig_2196	prodigal	-	7891	8142	252	contig_2196	
29	glimmer	+	8044	8220	177	contig_2196													
30							phanotate	-	8192	8395	204	contig_2196	prodigal	-	8192	8395	204	contig_2196	
31	glimmer	-	8192	8443	252	contig_2196													
32							phanotate	-	8418	8579	162	contig_2196							
33							phanotate	-	8625	8735	111	contig_2196							
34							phanotate	-	8747	9004	258	contig_2196	prodigal	-	8747	9004	258	contig_2196	
35	glimmer	-	9001	9168	168	contig_2196													
36							phanotate	-	9001	9225	225	contig_2196	prodigal	-	9001	9225	225	contig_2196	
37	glimmer	-	9377	9511	135	contig_2196													
38	glimmer	-	9578	9730	153	contig_2196													
39	glimmer	+	9753	9881	129	contig_2196													
40							phanotate	-	10027	10221	195	contig_2196	prodigal	-	10027	10221	195	contig_2196	
41	glimmer	-	10281	11333	1053	contig_2196	phanotate	-	10281	11333	1053	contig_2196	prodigal	-	10281	11333	1053	contig_2196	
42	glimmer	-	11484	11777	294	contig_2196	phanotate	-	11484	11777	294	contig_2196	prodigal	-	11484	11777	294	contig_2196	
43							phanotate	-	11798	12232	435	contig_2196	prodigal	-	11798	12232	435	contig_2196	
44	glimmer	-	11798	12247	450	contig_2196													
45							phanotate	-	12372	12641	270	contig_2196	prodigal	-	12372	12641	270	contig_2196	
46							phanotate	-	12809	12976	168	contig_2196							
47	glimmer	+	12951	13400	450	contig_2196													
48							phanotate	+	12966	13400	435	contig_2196	prodigal	+	12966	13400	435	contig_2196	
49	glimmer	+	13421	13753	333	contig_2196	phanotate	+	13421	13753	333	contig_2196	prodigal	+	13421	13753	333	contig_2196	
50	glimmer	+	13864	14040	177	contig_2196	phanotate	+	13864	14040	177	contig_2196	prodigal	+	13864	14040	177	contig_2196	
51							phanotate	+	14043	14273	231	contig_2196	prodigal	+	14043	14273	231	contig_2196	
52							phanotate	-	14353	14457	105	contig_2196							
53							phanotate	-	14470	14607	138	contig_2196							
54	glimmer	-	14673	14801	129	contig_2196													
55	glimmer	+	14809	14976	168	contig_2196													
56	glimmer	+	15042	15167	126	contig_2196	phanotate	+	15042	15167	126	contig_2196							
57	glimmer	-	15180	15347	168	contig_2196	phanotate	-	15180	15347	168	contig_2196							
58	glimmer	+	15497	15709	213	contig_2196													
59							phanotate	+	15542	15709	168	contig_2196	prodigal	+	15542	15709	168	contig_2196	
60	glimmer	+	15740	16006	267	contig_2196	phanotate	+	15740	16006	267	contig_2196	prodigal	+	15740	16006	267	contig_2196	
61							phanotate	+	16110	16217	108	contig_2196							
62							phanotate	-	16358	16495	138	contig_2196							
63	glimmer	-	16358	16564	207	contig_2196													
64							phanotate	-	16506	16601	96	contig_2196							
65							phanotate	-	16667	16768	102	contig_2196							
