locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPJOEAIA_00001	CDS	492				hypothetical protein
CPJOEAIA_00002	CDS	501				hypothetical protein
CPJOEAIA_00003	CDS	357				hypothetical protein
CPJOEAIA_00004	CDS	1284				hypothetical protein
CPJOEAIA_00005	CDS	180				hypothetical protein
CPJOEAIA_00006	CDS	387				hypothetical protein
CPJOEAIA_00007	CDS	363				hypothetical protein
CPJOEAIA_00008	CDS	459				hypothetical protein
CPJOEAIA_00009	CDS	411				hypothetical protein
CPJOEAIA_00010	CDS	273				hypothetical protein
CPJOEAIA_00011	CDS	654				hypothetical protein
CPJOEAIA_00012	CDS	360				hypothetical protein
CPJOEAIA_00013	CDS	411				hypothetical protein
CPJOEAIA_00014	CDS	459				hypothetical protein
CPJOEAIA_00015	CDS	363				hypothetical protein
CPJOEAIA_00016	CDS	561				hypothetical protein
CPJOEAIA_00017	CDS	204				hypothetical protein
CPJOEAIA_00018	CDS	561				hypothetical protein
CPJOEAIA_00019	CDS	363				hypothetical protein
CPJOEAIA_00020	CDS	459				hypothetical protein
CPJOEAIA_00021	CDS	411				hypothetical protein
CPJOEAIA_00022	CDS	474				hypothetical protein
CPJOEAIA_00023	CDS	465				hypothetical protein
CPJOEAIA_00024	CDS	189				hypothetical protein
CPJOEAIA_00025	CDS	426				hypothetical protein
CPJOEAIA_00026	CDS	369				hypothetical protein
CPJOEAIA_00027	CDS	744				hypothetical protein
CPJOEAIA_00028	CDS	513				hypothetical protein
CPJOEAIA_00029	CDS	2451				hypothetical protein
CPJOEAIA_00030	CDS	594				hypothetical protein
CPJOEAIA_00031	CDS	612				hypothetical protein
