locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHPCDCIJ_00001	CDS	2157				hypothetical protein
EHPCDCIJ_00002	CDS	183				hypothetical protein
EHPCDCIJ_00003	CDS	231				hypothetical protein
EHPCDCIJ_00004	CDS	411				hypothetical protein
EHPCDCIJ_00005	CDS	273				hypothetical protein
EHPCDCIJ_00006	CDS	1602				hypothetical protein
EHPCDCIJ_00007	CDS	231				hypothetical protein
EHPCDCIJ_00008	CDS	909				hypothetical protein
EHPCDCIJ_00009	CDS	894				hypothetical protein
EHPCDCIJ_00010	CDS	564				hypothetical protein
EHPCDCIJ_00011	CDS	2013				hypothetical protein
EHPCDCIJ_00012	CDS	453				hypothetical protein
EHPCDCIJ_00013	CDS	504				hypothetical protein
EHPCDCIJ_00014	CDS	2166				hypothetical protein
EHPCDCIJ_00015	CDS	1545				hypothetical protein
EHPCDCIJ_00016	CDS	447				hypothetical protein
