#id:	contig_1837
#START	STOP	FRAME	CONTIG	SCORE
467	3	-	contig_1837	-194305.9317113498551119774265	
770	660	-	contig_1837	-0.04567307717092460814528614653	
708	1820	+	contig_1837	-2378271148.086251378005157261	
2028	1891	-	contig_1837	-1.706426254649115513635287911	
2397	2038	-	contig_1837	-362.1819317183149967973980660	
2347	2469	+	contig_1837	-0.2193727748047490860420618039	
2643	2732	+	contig_1837	-0.3761719226641630930412009188	
3153	2707	-	contig_1837	-25200.88132410236936513867429	
3411	3163	-	contig_1837	-1393.412937830438669555799119	
4045	3440	-	contig_1837	-41553400.85368413196776086451	
4830	4258	-	contig_1837	-250164.8090591812154231993526	
5317	4820	-	contig_1837	-10058558.24557961190167374163	
6212	5481	-	contig_1837	-34351.14465488972014056503977	
7093	6296	-	contig_1837	-570655.9509258637363552849768	
7400	7080	-	contig_1837	-786.3582916345534074933001498	
7658	7443	-	contig_1837	-49.19690514349663874715828301	
8015	7671	-	contig_1837	-411.7521709507254023046380031	
