locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAKJGALC_00001	CDS	312				hypothetical protein
LAKJGALC_00002	CDS	324				hypothetical protein
LAKJGALC_00003	CDS	312				hypothetical protein
LAKJGALC_00004	CDS	174				hypothetical protein
LAKJGALC_00005	CDS	288				hypothetical protein
LAKJGALC_00006	CDS	555				hypothetical protein
LAKJGALC_00007	CDS	183				hypothetical protein
LAKJGALC_00008	CDS	180				hypothetical protein
LAKJGALC_00009	CDS	225				hypothetical protein
LAKJGALC_00010	CDS	276				hypothetical protein
LAKJGALC_00011	CDS	429				hypothetical protein
LAKJGALC_00012	CDS	987				hypothetical protein
LAKJGALC_00013	CDS	1464				hypothetical protein
LAKJGALC_00014	CDS	330				hypothetical protein
LAKJGALC_00015	CDS	1782				hypothetical protein
LAKJGALC_00016	CDS	2175				hypothetical protein
LAKJGALC_00017	CDS	936				hypothetical protein
LAKJGALC_00018	CDS	801				hypothetical protein
LAKJGALC_00019	CDS	549				hypothetical protein
LAKJGALC_00020	CDS	1413				hypothetical protein
LAKJGALC_00021	CDS	1251				hypothetical protein
LAKJGALC_00022	CDS	1068				hypothetical protein
LAKJGALC_00023	CDS	423				hypothetical protein
LAKJGALC_00024	CDS	729				hypothetical protein
LAKJGALC_00025	CDS	390				hypothetical protein
LAKJGALC_00026	CDS	378				hypothetical protein
