ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	314	1555	-	160.0	Prodigal_v2.6.3	circular_pair_2090
1_2	1808	2650	+	20.4	Prodigal_v2.6.3	circular_pair_2090
1_3	2718	3959	-	160.0	Prodigal_v2.6.3	circular_pair_2090
1_4	4606	4806	+	11.6	Prodigal_v2.6.3	circular_pair_2090
orf00001	4212	30	+	5.60	glimmer3	circular_pair_2090
orf00003	314	1609	-	18.35	glimmer3	circular_pair_2090
orf00005	1808	2650	+	3.44	glimmer3	circular_pair_2090
orf00006	2718	4013	-	18.35	glimmer3	circular_pair_2090
NA	140	27	-	NA	PHANOTATE	circular_pair_2090
NA	289	137	-	NA	PHANOTATE	circular_pair_2090
NA	1555	314	-	NA	PHANOTATE	circular_pair_2090
NA	1557	1805	+	NA	PHANOTATE	circular_pair_2090
NA	1808	2650	+	NA	PHANOTATE	circular_pair_2090
NA	3959	2718	-	NA	PHANOTATE	circular_pair_2090
NA	3961	4209	+	NA	PHANOTATE	circular_pair_2090
NA	4212	4808	+	NA	PHANOTATE	circular_pair_2090
