locus_tag	ftype	length_bp	gene	EC_number	COG	product
KICDKOHH_00001	CDS	189				hypothetical protein
KICDKOHH_00002	CDS	1149				hypothetical protein
KICDKOHH_00003	CDS	555				hypothetical protein
KICDKOHH_00004	CDS	1716				hypothetical protein
KICDKOHH_00005	CDS	303				hypothetical protein
KICDKOHH_00006	CDS	390				hypothetical protein
KICDKOHH_00007	CDS	171				hypothetical protein
KICDKOHH_00008	CDS	396				hypothetical protein
KICDKOHH_00009	CDS	279				hypothetical protein
KICDKOHH_00010	CDS	321				hypothetical protein
KICDKOHH_00011	CDS	546				hypothetical protein
KICDKOHH_00012	CDS	639				hypothetical protein
KICDKOHH_00013	CDS	225				hypothetical protein
KICDKOHH_00014	CDS	186				hypothetical protein
KICDKOHH_00015	CDS	360				hypothetical protein
KICDKOHH_00016	CDS	1152	xerC			Tyrosine recombinase XerC
KICDKOHH_00017	CDS	1497				hypothetical protein
KICDKOHH_00018	CDS	624				hypothetical protein
KICDKOHH_00019	CDS	408				hypothetical protein
KICDKOHH_00020	CDS	351				hypothetical protein
KICDKOHH_00021	CDS	210				hypothetical protein
