locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHLLNKKE_00001	CDS	312				hypothetical protein
AHLLNKKE_00002	CDS	96				hypothetical protein
AHLLNKKE_00003	CDS	270				hypothetical protein
AHLLNKKE_00004	CDS	555				hypothetical protein
AHLLNKKE_00005	CDS	180				hypothetical protein
AHLLNKKE_00006	CDS	177				hypothetical protein
AHLLNKKE_00007	CDS	207				hypothetical protein
AHLLNKKE_00008	CDS	276				hypothetical protein
AHLLNKKE_00009	CDS	429				hypothetical protein
AHLLNKKE_00010	CDS	987				hypothetical protein
AHLLNKKE_00011	CDS	1464				hypothetical protein
AHLLNKKE_00012	CDS	333				hypothetical protein
AHLLNKKE_00013	CDS	1818				hypothetical protein
AHLLNKKE_00014	CDS	2181				hypothetical protein
AHLLNKKE_00015	CDS	936				hypothetical protein
AHLLNKKE_00016	CDS	801				hypothetical protein
AHLLNKKE_00017	CDS	549				hypothetical protein
AHLLNKKE_00018	CDS	1413				hypothetical protein
AHLLNKKE_00019	CDS	1251				hypothetical protein
AHLLNKKE_00020	CDS	1068				hypothetical protein
AHLLNKKE_00021	CDS	423				hypothetical protein
AHLLNKKE_00022	CDS	729				hypothetical protein
AHLLNKKE_00023	CDS	381				hypothetical protein
