#id:	contig_2398
#START	STOP	FRAME	CONTIG	SCORE
263	3	-	contig_2398	-17.13192078392502441246758502	
670	260	-	contig_2398	-785.1267482633086764583230609	
2744	702	-	contig_2398	-13269789.03784107662751081885	
3126	2746	-	contig_2398	-63.68489936124328717150828168	
3737	3129	-	contig_2398	-710.4595068029903599890198214	
4197	3730	-	contig_2398	-490.7768368996888816104178392	
4550	4194	-	contig_2398	-40.71080930188610785347037000	
5029	4547	-	contig_2398	-176.8829637702869191268857400	
7056	5032	-	contig_2398	-38777641669.62986774508663626	
7402	7190	-	contig_2398	-2.891816080053147237417453305	
7553	7395	-	contig_2398	-13.77739183793807466292458038	
7731	7564	-	contig_2398	-16.87214658408290648654060131	
8233	7787	-	contig_2398	-289.3577115920374903278585567	
8501	8193	-	contig_2398	-42.96664116174339701632047015	
8978	8595	-	contig_2398	-36.45037855329659841866504727	
9352	8978	-	contig_2398	-86.14397249390022025591080789	
9682	9362	-	contig_2398	-57.46951703089260975099819093	
10832	9666	-	contig_2398	-996496.2740610309011824912127	
11749	10832	-	contig_2398	-4523.075377560911355825471845	
12735	11749	-	contig_2398	-6281.378725652949539934545269	
13169	12735	-	contig_2398	-503.8646972993895937173150068	
13359	13162	-	contig_2398	-9.542488579440894747054566160	
15247	13373	-	contig_2398	-7204615389.456439680345565578	
16575	15331	-	contig_2398	-4288454.073139631171662015612	
16967	16572	-	contig_2398	-175.2486834285196723110481059	
17260	16964	-	contig_2398	-14.01250587090880704159237264	
