CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	-	1	387	387	contig_2102	prodigal	-	1	387	387	contig_2102	
2	glimmer	-	400	1188	789	contig_2102	phanotate	-	400	1188	789	contig_2102	prodigal	-	400	1188	789	contig_2102	
3	glimmer	-	1195	1863	669	contig_2102	phanotate	-	1195	1863	669	contig_2102	prodigal	-	1195	1863	669	contig_2102	
4	glimmer	-	1856	2632	777	contig_2102	phanotate	-	1856	2632	777	contig_2102	prodigal	-	1856	2632	777	contig_2102	
5	glimmer	+	2755	3138	384	contig_2102	phanotate	+	2755	3138	384	contig_2102							
6	glimmer	+	3155	3277	123	contig_2102													
7							phanotate	-	3214	3384	171	contig_2102	prodigal	-	3214	3384	171	contig_2102	
8	glimmer	-	3371	3694	324	contig_2102	phanotate	-	3371	3694	324	contig_2102	prodigal	-	3371	3694	324	contig_2102	
9	glimmer	-	3726	3956	231	contig_2102	phanotate	-	3726	3956	231	contig_2102	prodigal	-	3726	3956	231	contig_2102	
10													prodigal	-	3969	4358	390	contig_2102	
11							phanotate	-	3969	4406	438	contig_2102							
12	glimmer	-	3969	4436	468	contig_2102													
13													prodigal	-	4333	4488	156	contig_2102	
14	glimmer	-	4488	4808	321	contig_2102													
15							phanotate	-	4488	4883	396	contig_2102	prodigal	-	4488	4883	396	contig_2102	
16	glimmer	+	4904	5050	147	contig_2102	phanotate	+	4904	5050	147	contig_2102							
17													prodigal	+	5050	5205	156	contig_2102	
18	glimmer	+	5102	5569	468	contig_2102	phanotate	+	5102	5569	468	contig_2102							
19													prodigal	+	5180	5569	390	contig_2102	
20							phanotate	+	5582	5695	114	contig_2102							
21	glimmer	+	5827	6168	342	contig_2102													
22							phanotate	+	5845	6168	324	contig_2102	prodigal	+	5845	6168	324	contig_2102	
23													prodigal	+	6155	6280	126	contig_2102	
24							phanotate	-	6222	6368	147	contig_2102	prodigal	-	6222	6368	147	contig_2102	
25	glimmer	-	6389	6505	117	contig_2102	phanotate	-	6389	6505	117	contig_2102							
26							phanotate	-	6705	6812	108	contig_2102							
27	glimmer	+	6936	7712	777	contig_2102	phanotate	+	6936	7712	777	contig_2102	prodigal	+	6936	7712	777	contig_2102	
28	glimmer	+	7705	8373	669	contig_2102	phanotate	+	7705	8373	669	contig_2102	prodigal	+	7705	8373	669	contig_2102	
29	glimmer	+	8380	9168	789	contig_2102	phanotate	+	8380	9168	789	contig_2102	prodigal	+	8380	9168	789	contig_2102	
30	glimmer	+	9181	9633	453	contig_2102	phanotate	+	9181	9633	453	contig_2102	prodigal	+	9181	9633	453	contig_2102	
31	glimmer	+	9627	10004	378	contig_2102	phanotate	+	9627	10004	378	contig_2102	prodigal	+	9627	10004	378	contig_2102	
32	glimmer	+	10020	10439	420	contig_2102													
33							phanotate	+	10038	10439	402	contig_2102	prodigal	+	10038	10439	402	contig_2102	
34													prodigal	+	10439	10594	156	contig_2102	
35	glimmer	+	10491	10958	468	contig_2102	phanotate	+	10491	10958	468	contig_2102							
36													prodigal	+	10569	10958	390	contig_2102	
37	glimmer	+	10971	11165	195	contig_2102	phanotate	+	10971	11165	195	contig_2102	prodigal	+	10971	11165	195	contig_2102	
38													prodigal	-	11110	11289	180	contig_2102	
39							phanotate	+	11162	11266	105	contig_2102							
40													prodigal	-	11302	11685	384	contig_2102	
41							phanotate	-	11302	11739	438	contig_2102							
42	glimmer	-	11302	11769	468	contig_2102													
43													prodigal	-	11666	11821	156	contig_2102	
44	glimmer	-	11821	12237	417	contig_2102	phanotate	-	11821	12237	417	contig_2102	prodigal	-	11821	12237	417	contig_2102	
45	glimmer	-	12254	12622	369	contig_2102	phanotate	-	12254	12622	369	contig_2102	prodigal	-	12254	12622	369	contig_2102	
46							phanotate	-	12670	12840	171	contig_2102							
47	glimmer	-	12670	12855	186	contig_2102													
48							phanotate	+	12931	13026	96	contig_2102							
49	glimmer	+	13074	13442	369	contig_2102	phanotate	+	13074	13442	369	contig_2102	prodigal	+	13074	13442	369	contig_2102	
50	glimmer	+	13459	13875	417	contig_2102	phanotate	+	13459	13875	417	contig_2102	prodigal	+	13459	13875	417	contig_2102	
51							phanotate	+	13875	14030	156	contig_2102	prodigal	+	13875	14030	156	contig_2102	
52	glimmer	+	13927	14274	348	contig_2102													
53							phanotate	+	14005	14274	270	contig_2102							
54							phanotate	-	14368	14484	117	contig_2102	prodigal	-	14368	14484	117	contig_2102	
55							phanotate	-	14659	14832	174	contig_2102							
56	glimmer	-	14933	16009	1077	contig_2102	phanotate	-	14933	16009	1077	contig_2102	prodigal	-	14933	16009	1077	contig_2102	
57	glimmer	-	16016	16684	669	contig_2102	phanotate	-	16016	16684	669	contig_2102	prodigal	-	16016	16684	669	contig_2102	
58	glimmer	-	16677	17162	486	contig_2102	phanotate	-	16677	17162	486	contig_2102	prodigal	-	16677	17162	486	contig_2102	
59	glimmer	-	17204	17764	561	contig_2102	phanotate	-	17204	17764	561	contig_2102	prodigal	-	17204	17764	561	contig_2102	
60							phanotate	+	17876	17971	96	contig_2102							
61	glimmer	-	18026	18241	216	contig_2102													
62							phanotate	-	18026	18244	219	contig_2102	prodigal	-	18026	18244	219	contig_2102	
63	glimmer	+	18284	18538	255	contig_2102	phanotate	+	18284	18538	255	contig_2102	prodigal	+	18284	18538	255	contig_2102	
64	glimmer	+	18540	18728	189	contig_2102	phanotate	+	18540	18728	189	contig_2102	prodigal	+	18540	18728	189	contig_2102	
65							phanotate	+	18712	18801	90	contig_2102							
66							phanotate	+	18843	18932	90	contig_2102							
67							phanotate	+	18991	19116	126	contig_2102							
68	glimmer	+	19053	19187	135	contig_2102													
69	glimmer	+	19207	19614	408	contig_2102	phanotate	+	19207	19614	408	contig_2102	prodigal	+	19207	19614	408	contig_2102	
70	glimmer	+	19699	20115	417	contig_2102	phanotate	+	19699	20115	417	contig_2102	prodigal	+	19699	20115	417	contig_2102	
71	glimmer	-	20226	20351	126	contig_2102													
72							phanotate	-	20226	20354	129	contig_2102							
73	glimmer	-	20344	20655	312	contig_2102	phanotate	-	20344	20655	312	contig_2102	prodigal	-	20344	20655	312	contig_2102	
74	glimmer	-	20648	20761	114	contig_2102	phanotate	-	20648	20761	114	contig_2102							
