CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1													prodigal	-	1	66	66	contig_2967	
2							phanotate	+	99	200	102	contig_2967							
3	glimmer	+	197	442	246	contig_2967	phanotate	+	197	442	246	contig_2967							
4	glimmer	+	626	772	147	contig_2967	phanotate	+	626	772	147	contig_2967							
5	glimmer	+	870	1028	159	contig_2967	phanotate	+	870	1028	159	contig_2967							
6							phanotate	-	1042	1194	153	contig_2967							
7							phanotate	-	1228	1329	102	contig_2967							
8							phanotate	-	1345	1479	135	contig_2967							
9	glimmer	+	1378	1536	159	contig_2967													
10	glimmer	+	1496	1660	165	contig_2967													
11							phanotate	-	1541	1654	114	contig_2967							
12	glimmer	+	1660	1812	153	contig_2967													
13							phanotate	-	1693	1791	99	contig_2967							
14							phanotate	-	1781	1900	120	contig_2967							
15	glimmer	+	1826	1963	138	contig_2967													
16							phanotate	+	1914	2012	99	contig_2967							
17	glimmer	+	2096	2359	264	contig_2967	phanotate	+	2096	2359	264	contig_2967							
18							phanotate	+	2567	2695	129	contig_2967							
19	glimmer	-	2637	2789	153	contig_2967													
20							phanotate	+	2710	2823	114	contig_2967							
21							phanotate	+	2924	3022	99	contig_2967							
22	glimmer	-	2953	3066	114	contig_2967													
23	glimmer	-	3044	3184	141	contig_2967													
24							phanotate	-	3084	3212	129	contig_2967							
25	glimmer	-	3307	3588	282	contig_2967	phanotate	-	3307	3588	282	contig_2967							
26							phanotate	-	3619	3714	96	contig_2967							
27	glimmer	-	3735	3866	132	contig_2967	phanotate	-	3735	3866	132	contig_2967							
28	glimmer	-	3836	4000	165	contig_2967													
29							phanotate	-	3836	4093	258	contig_2967	prodigal	-	3836	4093	258	contig_2967	
30	glimmer	-	4060	4182	123	contig_2967	phanotate	-	4060	4182	123	contig_2967							
31	glimmer	-	4226	4399	174	contig_2967	phanotate	-	4226	4399	174	contig_2967							
32	glimmer	+	4409	4555	147	contig_2967	phanotate	+	4409	4555	147	contig_2967							
33							phanotate	+	4546	4659	114	contig_2967							
