locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNPAJINA_00001	CDS	210				hypothetical protein
JNPAJINA_00002	CDS	153				hypothetical protein
JNPAJINA_00003	CDS	282				hypothetical protein
JNPAJINA_00004	CDS	606				hypothetical protein
JNPAJINA_00005	CDS	279				hypothetical protein
JNPAJINA_00006	CDS	1233				hypothetical protein
JNPAJINA_00007	CDS	1782				hypothetical protein
JNPAJINA_00008	CDS	978				hypothetical protein
JNPAJINA_00009	CDS	306				hypothetical protein
JNPAJINA_00010	CDS	192				hypothetical protein
JNPAJINA_00011	CDS	414				hypothetical protein
JNPAJINA_00012	CDS	462				hypothetical protein
JNPAJINA_00013	CDS	393				hypothetical protein
JNPAJINA_00014	CDS	273				hypothetical protein
