ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	1	150	-	10.2	Prodigal_v2.6.3	scaffold_1633
1_2	157	1461	-	127.5	Prodigal_v2.6.3	scaffold_1633
1_3	1439	1897	-	41.4	Prodigal_v2.6.3	scaffold_1633
1_4	1908	2555	-	56.2	Prodigal_v2.6.3	scaffold_1633
1_5	2542	3612	-	127.2	Prodigal_v2.6.3	scaffold_1633
1_6	3605	4099	-	48.6	Prodigal_v2.6.3	scaffold_1633
1_7	4288	4587	-	0.1	Prodigal_v2.6.3	scaffold_1633
1_8	4590	5792	-	141.7	Prodigal_v2.6.3	scaffold_1633
1_9	6720	7922	+	141.7	Prodigal_v2.6.3	scaffold_1633
1_10	7925	8224	+	0.1	Prodigal_v2.6.3	scaffold_1633
1_11	8413	8907	+	48.6	Prodigal_v2.6.3	scaffold_1633
1_12	8900	9970	+	127.2	Prodigal_v2.6.3	scaffold_1633
1_13	9957	10604	+	56.2	Prodigal_v2.6.3	scaffold_1633
1_14	10615	11073	+	41.4	Prodigal_v2.6.3	scaffold_1633
1_15	11051	12355	+	127.5	Prodigal_v2.6.3	scaffold_1633
1_16	12362	13735	+	157.0	Prodigal_v2.6.3	scaffold_1633
1_17	13739	14815	+	99.7	Prodigal_v2.6.3	scaffold_1633
1_18	14935	15696	+	107.7	Prodigal_v2.6.3	scaffold_1633
1_19	15710	16846	+	174.1	Prodigal_v2.6.3	scaffold_1633
1_20	16882	17235	+	58.9	Prodigal_v2.6.3	scaffold_1633
1_21	17247	17726	+	36.2	Prodigal_v2.6.3	scaffold_1633
1_22	17728	18222	+	18.2	Prodigal_v2.6.3	scaffold_1633
1_23	18026	18502	-	17.9	Prodigal_v2.6.3	scaffold_1633
1_24	18502	18852	-	35.3	Prodigal_v2.6.3	scaffold_1633
1_25	18854	19333	-	36.2	Prodigal_v2.6.3	scaffold_1633
1_26	20004	20309	+	27.9	Prodigal_v2.6.3	scaffold_1633
1_27	20321	20800	+	36.2	Prodigal_v2.6.3	scaffold_1633
1_28	20802	21152	+	35.3	Prodigal_v2.6.3	scaffold_1633
1_29	21152	21898	+	42.4	Prodigal_v2.6.3	scaffold_1633
1_30	22607	22858	-	24.0	Prodigal_v2.6.3	scaffold_1633
1_31	22869	23528	-	96.0	Prodigal_v2.6.3	scaffold_1633
1_32	23540	23953	-	22.2	Prodigal_v2.6.3	scaffold_1633
1_33	23957	24535	-	60.1	Prodigal_v2.6.3	scaffold_1633
1_34	24697	24837	+	4.0	Prodigal_v2.6.3	scaffold_1633
1_35	24837	25415	+	60.1	Prodigal_v2.6.3	scaffold_1633
1_36	25419	25832	+	22.2	Prodigal_v2.6.3	scaffold_1633
1_37	25844	26503	+	96.0	Prodigal_v2.6.3	scaffold_1633
1_38	26514	26825	+	31.3	Prodigal_v2.6.3	scaffold_1633
1_39	26966	27130	+	3.8	Prodigal_v2.6.3	scaffold_1633
1_40	27139	27423	+	33.5	Prodigal_v2.6.3	scaffold_1633
1_41	27439	27663	-	31.8	Prodigal_v2.6.3	scaffold_1633
1_42	27834	28295	+	58.8	Prodigal_v2.6.3	scaffold_1633
1_43	28424	31477	+	433.8	Prodigal_v2.6.3	scaffold_1633
1_44	31481	31819	+	29.4	Prodigal_v2.6.3	scaffold_1633
1_45	31883	32617	+	70.0	Prodigal_v2.6.3	scaffold_1633
1_46	32619	33341	+	61.5	Prodigal_v2.6.3	scaffold_1633
1_47	33331	33930	+	69.6	Prodigal_v2.6.3	scaffold_1633
1_48	33938	37231	+	417.0	Prodigal_v2.6.3	scaffold_1633
1_49	37233	38282	+	67.1	Prodigal_v2.6.3	scaffold_1633
1_50	38297	38632	+	39.9	Prodigal_v2.6.3	scaffold_1633
1_51	38765	39052	+	31.7	Prodigal_v2.6.3	scaffold_1633
1_52	39116	40177	+	102.6	Prodigal_v2.6.3	scaffold_1633
1_53	40179	40739	+	69.9	Prodigal_v2.6.3	scaffold_1633
1_54	40762	43008	+	181.3	Prodigal_v2.6.3	scaffold_1633
1_55	43237	43692	-	47.9	Prodigal_v2.6.3	scaffold_1633
1_56	43717	44403	-	57.3	Prodigal_v2.6.3	scaffold_1633
1_57	44400	44720	-	23.5	Prodigal_v2.6.3	scaffold_1633
1_58	44702	44917	-	4.3	Prodigal_v2.6.3	scaffold_1633
1_59	45144	46322	+	116.9	Prodigal_v2.6.3	scaffold_1633
1_60	46267	46464	-	9.2	Prodigal_v2.6.3	scaffold_1633
1_61	46466	47017	-	32.8	Prodigal_v2.6.3	scaffold_1633
1_62	47109	47516	-	36.1	Prodigal_v2.6.3	scaffold_1633
1_63	47518	47697	-	12.8	Prodigal_v2.6.3	scaffold_1633
1_64	47700	48446	-	63.0	Prodigal_v2.6.3	scaffold_1633
1_65	48515	48829	-	21.0	Prodigal_v2.6.3	scaffold_1633
1_66	48832	49236	-	40.9	Prodigal_v2.6.3	scaffold_1633
1_67	49265	50890	-	143.4	Prodigal_v2.6.3	scaffold_1633
1_68	50949	51362	-	58.1	Prodigal_v2.6.3	scaffold_1633
1_69	51382	51882	+	35.6	Prodigal_v2.6.3	scaffold_1633
1_70	52160	52633	+	27.0	Prodigal_v2.6.3	scaffold_1633
1_71	53614	53970	+	14.1	Prodigal_v2.6.3	scaffold_1633
1_72	54106	55659	-	278.7	Prodigal_v2.6.3	scaffold_1633
1_73	55847	57112	-	203.9	Prodigal_v2.6.3	scaffold_1633
1_74	57134	57736	-	91.4	Prodigal_v2.6.3	scaffold_1633
1_75	57830	59131	-	255.7	Prodigal_v2.6.3	scaffold_1633
1_76	59239	59859	-	71.5	Prodigal_v2.6.3	scaffold_1633
1_77	59798	60268	-	74.7	Prodigal_v2.6.3	scaffold_1633
1_78	60268	60756	-	81.8	Prodigal_v2.6.3	scaffold_1633
1_79	60796	63219	-	347.4	Prodigal_v2.6.3	scaffold_1633
1_80	63245	64069	-	93.6	Prodigal_v2.6.3	scaffold_1633
1_81	64110	64532	-	30.0	Prodigal_v2.6.3	scaffold_1633
1_82	64580	65419	-	61.2	Prodigal_v2.6.3	scaffold_1633
1_83	65413	66144	-	99.1	Prodigal_v2.6.3	scaffold_1633
1_84	66206	66589	-	44.7	Prodigal_v2.6.3	scaffold_1633
1_85	66558	66836	-	26.9	Prodigal_v2.6.3	scaffold_1633
1_86	66927	67133	-	21.8	Prodigal_v2.6.3	scaffold_1633
1_87	68654	68797	-	7.1	Prodigal_v2.6.3	scaffold_1633
1_88	68760	68990	-	4.0	Prodigal_v2.6.3	scaffold_1633
1_89	69242	69511	-	42.8	Prodigal_v2.6.3	scaffold_1633
1_90	69489	71363	-	307.4	Prodigal_v2.6.3	scaffold_1633
1_91	71842	73215	-	189.7	Prodigal_v2.6.3	scaffold_1633
1_92	73202	73360	-	18.5	Prodigal_v2.6.3	scaffold_1633
1_93	73379	73867	-	36.5	Prodigal_v2.6.3	scaffold_1633
1_94	73959	74546	-	73.6	Prodigal_v2.6.3	scaffold_1633
1_95	74562	75239	-	73.1	Prodigal_v2.6.3	scaffold_1633
1_96	75448	76125	+	73.1	Prodigal_v2.6.3	scaffold_1633
1_97	76141	76728	+	73.6	Prodigal_v2.6.3	scaffold_1633
1_98	76820	77308	+	37.4	Prodigal_v2.6.3	scaffold_1633
1_99	77327	78844	+	224.6	Prodigal_v2.6.3	scaffold_1633
1_100	79324	80214	+	133.5	Prodigal_v2.6.3	scaffold_1633
orf00001	157	1461	-	3.28	glimmer3	scaffold_1633
orf00002	1439	1837	-	5.03	glimmer3	scaffold_1633
orf00003	1908	2555	-	2.92	glimmer3	scaffold_1633
orf00004	2542	3612	-	2.95	glimmer3	scaffold_1633
orf00005	3605	4099	-	11.46	glimmer3	scaffold_1633
orf00006	4288	4587	-	5.68	glimmer3	scaffold_1633
orf00007	4590	5792	-	12.66	glimmer3	scaffold_1633
orf00010	6720	7922	+	12.66	glimmer3	scaffold_1633
orf00011	7925	8224	+	5.68	glimmer3	scaffold_1633
orf00012	8413	8907	+	11.46	glimmer3	scaffold_1633
orf00013	8900	9970	+	2.92	glimmer3	scaffold_1633
orf00014	9957	10604	+	2.79	glimmer3	scaffold_1633
orf00015	10675	11073	+	5.03	glimmer3	scaffold_1633
orf00016	11051	12355	+	3.12	glimmer3	scaffold_1633
orf00018	12362	13735	+	3.89	glimmer3	scaffold_1633
orf00019	13739	14815	+	8.00	glimmer3	scaffold_1633
orf00020	14935	15696	+	9.03	glimmer3	scaffold_1633
orf00021	15710	16846	+	11.52	glimmer3	scaffold_1633
orf00022	16882	17235	+	5.16	glimmer3	scaffold_1633
orf00023	17247	17726	+	13.26	glimmer3	scaffold_1633
orf00025	18026	18502	-	10.20	glimmer3	scaffold_1633
orf00026	18502	18852	-	10.44	glimmer3	scaffold_1633
orf00027	18854	19333	-	13.26	glimmer3	scaffold_1633
orf00028	19345	19518	-	0.81	glimmer3	scaffold_1633
orf00030	20004	20309	+	2.98	glimmer3	scaffold_1633
