#id:	scaffold_1633
#START	STOP	FRAME	CONTIG	SCORE
150	1	-	scaffold_1633	-2.927916043987761635283278810	
1461	157	-	scaffold_1633	-10792708093.95289976181743202	
1897	1439	-	scaffold_1633	-5598.221943081438502549257539	
2555	1908	-	scaffold_1633	-10291.86171541876068038969799	
3612	2542	-	scaffold_1633	-154454307.3494354863346026485	
4099	3605	-	scaffold_1633	-17638.13076457023910161142071	
4260	4165	-	scaffold_1633	-1.596080805110884590945457094	
4587	4288	-	scaffold_1633	-20.25754057596466311061144059	
5792	4590	-	scaffold_1633	-33889324.80829002582192002820	
5884	5997	+	scaffold_1633	-0.2025850879174460404266713446	
6132	6299	+	scaffold_1633	-0.05338164619915123938729694915	
6404	6499	+	scaffold_1633	-2.614053293672858248654617348	
6628	6515	-	scaffold_1633	-0.2021856714343114644191120499	
6720	7922	+	scaffold_1633	-34318371.99490391673939634908	
7925	8224	+	scaffold_1633	-20.22782551887618804393704794	
8252	8347	+	scaffold_1633	-1.640289629810004279273647636	
8413	8907	+	scaffold_1633	-17638.13076457023910161142068	
8900	9970	+	scaffold_1633	-160939862.5928362238446241970	
9957	10604	+	scaffold_1633	-11137.81253192020317885935139	
10615	11073	+	scaffold_1633	-5711.743322102126160579906578	
11048	12355	+	scaffold_1633	-11316725716.35951535679738330	
12452	13735	+	scaffold_1633	-205411410.0321319217253277130	
13739	14815	+	scaffold_1633	-126462844.1669907203526932971	
14865	14954	+	scaffold_1633	-0.04985990787317792910732508703	
14935	15696	+	scaffold_1633	-85912.59553908970943172791869	
15710	16846	+	scaffold_1633	-26852373392.78763116353563854	
16882	17235	+	scaffold_1633	-164.8141056871790945538740920	
17247	17726	+	scaffold_1633	-2486.296097907325027374879904	
17922	17770	-	scaffold_1633	-0.04918909651233361469857915651	
18502	18026	-	scaffold_1633	-30.59954166208783877915312209	
18852	18502	-	scaffold_1633	-661.8033204024949619504408352	
19333	18854	-	scaffold_1633	-3744.084242507825254817309287	
19440	19345	-	scaffold_1633	-2.092064966683015823802559621	
19442	19765	+	scaffold_1633	-0.2410468337648625835167243019	
19795	19893	+	scaffold_1633	-0.05298275172189824620516545506	
20004	20309	+	scaffold_1633	-7.158164418030730954575646867	
20321	20800	+	scaffold_1633	-2486.296097907325027374879904	
20802	21152	+	scaffold_1633	-635.0692091335353690305204204	
21152	21898	+	scaffold_1633	-32571.00149764795738803807692	
22021	22170	+	scaffold_1633	-1.567571070642618961658596848	
22236	22340	+	scaffold_1633	-1.251737250451765597283155163	
22453	22337	-	scaffold_1633	-0.08637206235884040276364787292	
22568	22434	-	scaffold_1633	-0.3847445380673784368229360326	
22858	22607	-	scaffold_1633	-25.24259133003098526427776972	
23528	22869	-	scaffold_1633	-3345069.474008167590635769386	
23953	23540	-	scaffold_1633	-96.25269034593757087510672530	
24535	23957	-	scaffold_1633	-50410.91971778553838189044943	
24681	24535	-	scaffold_1633	-0.08632503738297121295883015288	
24697	24837	+	scaffold_1633	-8.389607511266256009690665998	
24837	25415	+	scaffold_1633	-53134.17618069091793404765643	
25419	25832	+	scaffold_1633	-90.17500964107946551769113278	
25844	26503	+	scaffold_1633	-3480941.832503854720990539730	
26514	26825	+	scaffold_1633	-101.1523190135447663733976545	
26966	27130	+	scaffold_1633	-3.002850856467188064376428954	
27139	27423	+	scaffold_1633	-1105.673959336701890022373508	
27702	27439	-	scaffold_1633	-148.2977590226785959859630197	
27834	28295	+	scaffold_1633	-138616.0809495656003198391465	
28424	31477	+	scaffold_1633	-44781917680521483310377.45411	
31481	31819	+	scaffold_1633	-20.83641400831802931032946884	
31883	32617	+	scaffold_1633	-61894.10024107594508478927962	
32619	33341	+	scaffold_1633	-35659.12185221457182704305286	
33331	33930	+	scaffold_1633	-65569.16579387946573071625134	
33899	37231	+	scaffold_1633	-172423428032676481312946350.4	
37233	38282	+	scaffold_1633	-3471070.470798733408960505306	
38297	38632	+	scaffold_1633	-2058.201084825998060680698866	
38634	38750	+	scaffold_1633	-0.07539397574301583923398246276	
38765	39052	+	scaffold_1633	-1366.190716760609403619594794	
39116	40177	+	scaffold_1633	-363334961.8646573086927962609	
40179	40739	+	scaffold_1633	-172279.8431247238542443221933	
40762	43008	+	scaffold_1633	-4477169254453.133082967437954	
43692	43237	-	scaffold_1633	-1405.143730347649523590029937	
44403	43717	-	scaffold_1633	-3458.622886382179973875652209	
44720	44400	-	scaffold_1633	-282.1078464174865671567133041	
44917	44702	-	scaffold_1633	-4.590117038608235417801366503	
