CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	-	3	617	615	contig_884	prodigal	-	3	617	615	contig_884	
2							phanotate	-	629	1642	1014	contig_884	prodigal	-	629	1642	1014	contig_884	
3	glimmer	-	629	1651	1023	contig_884													
4	glimmer	-	1666	1965	300	contig_884	phanotate	-	1666	1965	300	contig_884	prodigal	-	1666	1965	300	contig_884	
5	glimmer	+	1992	2201	210	contig_884	phanotate	+	1992	2201	210	contig_884							
6	glimmer	+	2191	2742	552	contig_884	phanotate	+	2191	2742	552	contig_884	prodigal	+	2191	2742	552	contig_884	
7	glimmer	+	2757	3779	1023	contig_884													
8							phanotate	+	2766	3779	1014	contig_884	prodigal	+	2766	3779	1014	contig_884	
9	glimmer	+	3791	4609	819	contig_884	phanotate	+	3791	4609	819	contig_884	prodigal	+	3791	4609	819	contig_884	
10							phanotate	+	4634	4870	237	contig_884	prodigal	+	4634	4870	237	contig_884	
11	glimmer	-	4677	4838	162	contig_884													
12	glimmer	+	4809	6710	1902	contig_884							prodigal	+	4809	6710	1902	contig_884	
13							phanotate	-	4948	5064	117	contig_884							
14							phanotate	+	5124	6710	1587	contig_884							
15	glimmer	+	6745	6990	246	contig_884	phanotate	+	6745	6990	246	contig_884	prodigal	+	6745	6990	246	contig_884	
16	glimmer	+	7169	7342	174	contig_884	phanotate	+	7169	7342	174	contig_884	prodigal	+	7169	7342	174	contig_884	
17	glimmer	-	7332	7586	255	contig_884	phanotate	-	7332	7586	255	contig_884	prodigal	-	7332	7586	255	contig_884	
18	glimmer	-	7631	8686	1056	contig_884							prodigal	-	7631	8686	1056	contig_884	
19							phanotate	-	7631	8701	1071	contig_884							
20	glimmer	-	8683	10476	1794	contig_884	phanotate	-	8683	10476	1794	contig_884	prodigal	-	8683	10476	1794	contig_884	
21							phanotate	+	10484	10579	96	contig_884							
22	glimmer	+	10616	11494	879	contig_884	phanotate	+	10616	11494	879	contig_884	prodigal	+	10616	11494	879	contig_884	
23	glimmer	+	11513	12502	990	contig_884	phanotate	+	11513	12502	990	contig_884	prodigal	+	11513	12502	990	contig_884	
24	glimmer	+	12499	12624	126	contig_884													
25							phanotate	+	12545	13249	705	contig_884	prodigal	+	12545	13249	705	contig_884	
26	glimmer	+	12587	13249	663	contig_884													
27	glimmer	+	13318	13803	486	contig_884													
28							phanotate	+	13351	13803	453	contig_884	prodigal	+	13351	13803	453	contig_884	
29	glimmer	+	13800	14276	477	contig_884	phanotate	+	13800	14276	477	contig_884	prodigal	+	13800	14276	477	contig_884	
30	glimmer	+	14266	14955	690	contig_884	phanotate	+	14266	14955	690	contig_884	prodigal	+	14266	14955	690	contig_884	
31	glimmer	+	14952	16064	1113	contig_884	phanotate	+	14952	16064	1113	contig_884	prodigal	+	14952	16064	1113	contig_884	
32	glimmer	+	16082	16540	459	contig_884	phanotate	+	16082	16540	459	contig_884	prodigal	+	16082	16540	459	contig_884	
33	glimmer	+	16553	16837	285	contig_884	phanotate	+	16553	16837	285	contig_884	prodigal	+	16553	16837	285	contig_884	
34	glimmer	+	16841	17047	207	contig_884	phanotate	+	16841	17047	207	contig_884	prodigal	+	16841	17047	207	contig_884	
35	glimmer	+	17037	17201	165	contig_884													
36							phanotate	+	17071	17313	243	contig_884							
37	glimmer	+	17194	17313	120	contig_884													
38	glimmer	+	17267	17395	129	contig_884													
39	glimmer	+	17392	17541	150	contig_884	phanotate	+	17392	17541	150	contig_884							
40													prodigal	+	17480	17674	195	contig_884	
41	glimmer	+	17543	17674	132	contig_884	phanotate	+	17543	17674	132	contig_884							
42	glimmer	+	17684	17941	258	contig_884	phanotate	+	17684	17941	258	contig_884	prodigal	+	17684	17941	258	contig_884	
43	glimmer	-	17938	18051	114	contig_884													
44							phanotate	-	17938	18096	159	contig_884							
45	glimmer	+	18137	18307	171	contig_884	phanotate	+	18137	18307	171	contig_884							
46	glimmer	+	18295	18597	303	contig_884							prodigal	+	18295	18597	303	contig_884	
47							phanotate	+	18325	18597	273	contig_884							
48	glimmer	+	18581	18745	165	contig_884													
49							phanotate	+	18584	18745	162	contig_884							
50	glimmer	+	18748	18951	204	contig_884	phanotate	+	18748	18951	204	contig_884	prodigal	+	18748	18951	204	contig_884	
51	glimmer	+	18932	19054	123	contig_884	phanotate	+	18932	19054	123	contig_884							
52	glimmer	+	19085	20200	1116	contig_884	phanotate	+	19085	20200	1116	contig_884	prodigal	+	19085	20200	1116	contig_884	
53	glimmer	+	20193	20516	324	contig_884	phanotate	+	20193	20516	324	contig_884	prodigal	+	20193	20516	324	contig_884	
54	glimmer	+	20509	21684	1176	contig_884	phanotate	+	20509	21684	1176	contig_884	prodigal	+	20509	21684	1176	contig_884	
55	glimmer	+	21681	22286	606	contig_884	phanotate	+	21681	22286	606	contig_884	prodigal	+	21681	22286	606	contig_884	
56	glimmer	+	22292	23737	1446	contig_884	phanotate	+	22292	23737	1446	contig_884	prodigal	+	22292	23737	1446	contig_884	
57							phanotate	+	23752	23847	96	contig_884							
58	glimmer	+	23943	24191	249	contig_884													
