#id:	circular_pair_4532
#START	STOP	FRAME	CONTIG	SCORE
192	91	-	circular_pair_4532	-2.401741447160536705191164182	
353	207	-	circular_pair_4532	-7.276846688770578633770338730	
1240	359	-	circular_pair_4532	-117226.0765681622603694533361	
1418	1317	-	circular_pair_4532	-2.007092809003209338179699925	
1637	1419	-	circular_pair_4532	-0.3086306254570674028318413545	
2481	1645	-	circular_pair_4532	-14245137.75744767196422968733	
2642	2496	-	circular_pair_4532	-7.276846688770578633770338730	
3528	2647	-	circular_pair_4532	-123506.2828723835448245386947	
3705	3604	-	circular_pair_4532	-1.934177133857694425945819812	
3798	3706	-	circular_pair_4532	-0.2433696501501066628107790415	
4718	3924	-	circular_pair_4532	-15156857.22523846853533331684	
