locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKICBFAI_00001	CDS	141				hypothetical protein
EKICBFAI_00002	CDS	1122				hypothetical protein
EKICBFAI_00003	CDS	669				hypothetical protein
EKICBFAI_00004	CDS	918				hypothetical protein
EKICBFAI_00005	CDS	195				hypothetical protein
EKICBFAI_00006	CDS	2166				hypothetical protein
EKICBFAI_00007	CDS	483				hypothetical protein
EKICBFAI_00008	CDS	231				hypothetical protein
EKICBFAI_00009	CDS	210				hypothetical protein
EKICBFAI_00010	CDS	606				hypothetical protein
EKICBFAI_00011	CDS	510				hypothetical protein
