locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELNDAJOM_00001	CDS	336				hypothetical protein
ELNDAJOM_00002	CDS	345				hypothetical protein
ELNDAJOM_00003	CDS	747				hypothetical protein
ELNDAJOM_00004	CDS	516				hypothetical protein
ELNDAJOM_00005	CDS	1053				hypothetical protein
ELNDAJOM_00006	CDS	1248				hypothetical protein
ELNDAJOM_00007	CDS	1350				hypothetical protein
ELNDAJOM_00008	CDS	168				hypothetical protein
ELNDAJOM_00009	CDS	240				hypothetical protein
ELNDAJOM_00010	CDS	651				hypothetical protein
ELNDAJOM_00011	CDS	777				hypothetical protein
ELNDAJOM_00012	CDS	933				hypothetical protein
ELNDAJOM_00013	CDS	2133				hypothetical protein
ELNDAJOM_00014	CDS	1782				hypothetical protein
