ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	43	264	-	11.8	Prodigal_v2.6.3	circular_read_1029
1_2	912	1199	-	16.1	Prodigal_v2.6.3	circular_read_1029
1_3	1507	1806	-	18.5	Prodigal_v2.6.3	circular_read_1029
1_4	2073	2321	-	10.4	Prodigal_v2.6.3	circular_read_1029
1_5	2587	2835	-	15.2	Prodigal_v2.6.3	circular_read_1029
1_6	3305	3604	+	25.6	Prodigal_v2.6.3	circular_read_1029
1_7	3818	4117	+	25.6	Prodigal_v2.6.3	circular_read_1029
1_8	4332	4508	+	12.8	Prodigal_v2.6.3	circular_read_1029
1_9	4535	4630	+	1.2	Prodigal_v2.6.3	circular_read_1029
1_10	5046	5141	+	1.2	Prodigal_v2.6.3	circular_read_1029
1_11	5355	5531	+	12.8	Prodigal_v2.6.3	circular_read_1029
1_12	5558	5653	+	1.2	Prodigal_v2.6.3	circular_read_1029
1_13	5867	6205	+	27.1	Prodigal_v2.6.3	circular_read_1029
1_14	6778	6873	-	1.2	Prodigal_v2.6.3	circular_read_1029
1_15	6900	7076	-	12.8	Prodigal_v2.6.3	circular_read_1029
1_16	7291	7386	-	1.2	Prodigal_v2.6.3	circular_read_1029
1_17	7413	7589	-	12.8	Prodigal_v2.6.3	circular_read_1029
1_18	7803	7964	-	9.3	Prodigal_v2.6.3	circular_read_1029
orf00002	43	429	-	15.27	glimmer3	circular_read_1029
orf00004	749	943	-	20.94	glimmer3	circular_read_1029
orf00006	1063	1458	-	14.96	glimmer3	circular_read_1029
orf00008	1507	1887	-	13.27	glimmer3	circular_read_1029
orf00009	2073	2504	-	16.25	glimmer3	circular_read_1029
orf00011	2587	2835	-	15.46	glimmer3	circular_read_1029
orf00012	2807	2956	-	15.84	glimmer3	circular_read_1029
orf00013	2990	3604	+	10.41	glimmer3	circular_read_1029
orf00015	3653	4117	+	17.29	glimmer3	circular_read_1029
orf00016	4167	4508	+	19.95	glimmer3	circular_read_1029
orf00018	4549	4689	-	2.85	glimmer3	circular_read_1029
orf00019	4679	5071	+	11.33	glimmer3	circular_read_1029
orf00020	5060	5200	-	2.85	glimmer3	circular_read_1029
orf00021	5190	5531	+	19.62	glimmer3	circular_read_1029
orf00023	5572	5712	-	2.85	glimmer3	circular_read_1029
orf00024	5702	6205	+	15.48	glimmer3	circular_read_1029
orf00025	6439	6729	-	18.08	glimmer3	circular_read_1029
orf00026	6719	6859	+	2.04	glimmer3	circular_read_1029
orf00028	6900	7196	-	19.48	glimmer3	circular_read_1029
orf00029	7232	7372	+	2.85	glimmer3	circular_read_1029
orf00031	7413	7754	-	19.95	glimmer3	circular_read_1029
orf00032	7744	7884	+	2.04	glimmer3	circular_read_1029
NA	170	18	-	NA	PHANOTATE	circular_read_1029
NA	445	269	-	NA	PHANOTATE	circular_read_1029
NA	727	599	-	NA	PHANOTATE	circular_read_1029
NA	898	749	-	NA	PHANOTATE	circular_read_1029
NA	1199	912	-	NA	PHANOTATE	circular_read_1029
NA	1474	1298	-	NA	PHANOTATE	circular_read_1029
NA	1887	1507	-	NA	PHANOTATE	circular_read_1029
NA	2227	2093	-	NA	PHANOTATE	circular_read_1029
NA	2499	2326	-	NA	PHANOTATE	circular_read_1029
NA	2835	2587	-	NA	PHANOTATE	circular_read_1029
NA	2936	2841	-	NA	PHANOTATE	circular_read_1029
NA	2990	3604	+	NA	PHANOTATE	circular_read_1029
NA	3637	3813	+	NA	PHANOTATE	circular_read_1029
NA	3818	4117	+	NA	PHANOTATE	circular_read_1029
NA	4154	4327	+	NA	PHANOTATE	circular_read_1029
NA	4426	4560	+	NA	PHANOTATE	circular_read_1029
NA	4535	4630	+	NA	PHANOTATE	circular_read_1029
NA	4663	4839	+	NA	PHANOTATE	circular_read_1029
NA	4937	5071	+	NA	PHANOTATE	circular_read_1029
NA	5046	5141	+	NA	PHANOTATE	circular_read_1029
NA	5174	5350	+	NA	PHANOTATE	circular_read_1029
NA	5449	5583	+	NA	PHANOTATE	circular_read_1029
NA	5558	5653	+	NA	PHANOTATE	circular_read_1029
NA	5686	5862	+	NA	PHANOTATE	circular_read_1029
NA	5867	6205	+	NA	PHANOTATE	circular_read_1029
NA	6205	6297	+	NA	PHANOTATE	circular_read_1029
NA	6345	6491	+	NA	PHANOTATE	circular_read_1029
NA	6597	6710	+	NA	PHANOTATE	circular_read_1029
NA	6719	6859	+	NA	PHANOTATE	circular_read_1029
NA	6972	7103	+	NA	PHANOTATE	circular_read_1029
NA	7109	7372	+	NA	PHANOTATE	circular_read_1029
NA	7485	7616	+	NA	PHANOTATE	circular_read_1029
NA	7622	7735	+	NA	PHANOTATE	circular_read_1029
NA	7744	7884	+	NA	PHANOTATE	circular_read_1029
