locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMKPODIE_00001	CDS	1149				hypothetical protein
GMKPODIE_00002	CDS	522				hypothetical protein
GMKPODIE_00003	CDS	342				hypothetical protein
GMKPODIE_00004	CDS	1113				hypothetical protein
GMKPODIE_00005	CDS	681				hypothetical protein
GMKPODIE_00006	CDS	3108				hypothetical protein
GMKPODIE_00007	CDS	417				hypothetical protein
GMKPODIE_00008	CDS	486	xkdM			Phage-like element PBSX protein XkdM
GMKPODIE_00009	CDS	1404				hypothetical protein
GMKPODIE_00010	CDS	408				hypothetical protein
GMKPODIE_00011	CDS	441				hypothetical protein
GMKPODIE_00012	CDS	369				hypothetical protein
GMKPODIE_00013	CDS	366				hypothetical protein
GMKPODIE_00014	CDS	951				hypothetical protein
GMKPODIE_00015	CDS	597				hypothetical protein
GMKPODIE_00016	CDS	240				hypothetical protein
GMKPODIE_00017	CDS	1521				hypothetical protein
GMKPODIE_00018	CDS	1422				hypothetical protein
GMKPODIE_00019	CDS	1251				hypothetical protein
GMKPODIE_00020	CDS	510				hypothetical protein
GMKPODIE_00021	CDS	642				hypothetical protein
GMKPODIE_00022	CDS	507				hypothetical protein
