CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
1							phanotate	-	213	347	135	scaffold_1970							
2							phanotate	-	462	584	123	scaffold_1970							
3							phanotate	-	581	694	114	scaffold_1970							
4							phanotate	-	691	1125	435	scaffold_1970							
5							phanotate	+	1219	1332	114	scaffold_1970							
6							phanotate	+	1413	1529	117	scaffold_1970							
7							phanotate	+	1592	1732	141	scaffold_1970							
8							phanotate	+	1795	1953	159	scaffold_1970							
9							phanotate	-	2023	2265	243	scaffold_1970							
10							phanotate	-	2306	2812	507	scaffold_1970	prodigal	-	2306	2812	507	scaffold_1970	
11							phanotate	-	2873	2986	114	scaffold_1970							
12													prodigal	+	2985	3500	516	scaffold_1970	
13							phanotate	-	3008	3118	111	scaffold_1970							
14	glimmer	-	3197	3871	675	scaffold_1970	phanotate	-	3197	3871	675	scaffold_1970							
15													prodigal	+	3584	3760	177	scaffold_1970	
16							phanotate	-	3902	3994	93	scaffold_1970							
17							phanotate	+	4012	4170	159	scaffold_1970							
18							phanotate	+	4268	4456	189	scaffold_1970	prodigal	+	4268	4456	189	scaffold_1970	
19							phanotate	+	4486	4587	102	scaffold_1970							
20							phanotate	+	4713	4928	216	scaffold_1970	prodigal	+	4713	4928	216	scaffold_1970	
21							phanotate	+	4992	5114	123	scaffold_1970							
22	glimmer	+	5148	5279	132	scaffold_1970	phanotate	+	5148	5279	132	scaffold_1970	prodigal	+	5148	5279	132	scaffold_1970	
23							phanotate	+	5452	5688	237	scaffold_1970							
24							phanotate	+	5773	6123	351	scaffold_1970							
25							phanotate	+	6211	6357	147	scaffold_1970							
26	glimmer	+	6223	6357	135	scaffold_1970													
27													prodigal	+	6260	6478	219	scaffold_1970	
28							phanotate	+	6350	6478	129	scaffold_1970							
29							phanotate	+	6509	6598	90	scaffold_1970							
30							phanotate	+	6629	6724	96	scaffold_1970							
31							phanotate	+	6812	6913	102	scaffold_1970							
32							phanotate	+	6898	7050	153	scaffold_1970							
33							phanotate	+	7050	7169	120	scaffold_1970							
34							phanotate	+	7162	7260	99	scaffold_1970							
35							phanotate	+	7292	7402	111	scaffold_1970							
36							phanotate	+	7445	7558	114	scaffold_1970							
37							phanotate	+	7595	7699	105	scaffold_1970							
38							phanotate	+	7773	7973	201	scaffold_1970							
