ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2306	2812	-	2.8	Prodigal_v2.6.3	scaffold_1970
1_2	2985	3500	+	6.4	Prodigal_v2.6.3	scaffold_1970
1_3	3584	3760	+	2.9	Prodigal_v2.6.3	scaffold_1970
1_4	4268	4456	+	1.3	Prodigal_v2.6.3	scaffold_1970
1_5	4713	4928	+	2.7	Prodigal_v2.6.3	scaffold_1970
1_6	5148	5279	+	6.0	Prodigal_v2.6.3	scaffold_1970
1_7	6260	6478	+	8.0	Prodigal_v2.6.3	scaffold_1970
1_8	7970	8206	+	8.5	Prodigal_v2.6.3	scaffold_1970
1_9	8985	9203	+	14.1	Prodigal_v2.6.3	scaffold_1970
1_10	9243	9992	-	22.1	Prodigal_v2.6.3	scaffold_1970
1_11	9979	10488	-	40.1	Prodigal_v2.6.3	scaffold_1970
1_12	10498	11550	-	76.9	Prodigal_v2.6.3	scaffold_1970
1_13	11553	12815	-	52.0	Prodigal_v2.6.3	scaffold_1970
1_14	12812	14149	-	82.9	Prodigal_v2.6.3	scaffold_1970
1_15	14222	14467	-	11.6	Prodigal_v2.6.3	scaffold_1970
1_16	14478	15125	-	40.8	Prodigal_v2.6.3	scaffold_1970
1_17	15119	15895	-	61.8	Prodigal_v2.6.3	scaffold_1970
1_18	15888	16820	-	75.4	Prodigal_v2.6.3	scaffold_1970
1_19	16821	17387	-	27.3	Prodigal_v2.6.3	scaffold_1970
1_20	17384	18949	-	94.8	Prodigal_v2.6.3	scaffold_1970
1_21	19393	19635	+	22.4	Prodigal_v2.6.3	scaffold_1970
1_22	20225	20980	-	42.8	Prodigal_v2.6.3	scaffold_1970
1_23	21100	21321	+	8.0	Prodigal_v2.6.3	scaffold_1970
1_24	21288	22004	-	21.4	Prodigal_v2.6.3	scaffold_1970
1_25	22018	22392	-	52.8	Prodigal_v2.6.3	scaffold_1970
1_26	22578	22736	-	3.4	Prodigal_v2.6.3	scaffold_1970
1_27	23493	23930	-	26.0	Prodigal_v2.6.3	scaffold_1970
1_28	23997	24104	-	2.2	Prodigal_v2.6.3	scaffold_1970
1_29	24659	24904	-	8.3	Prodigal_v2.6.3	scaffold_1970
1_30	24901	25308	-	39.0	Prodigal_v2.6.3	scaffold_1970
1_31	25308	25598	-	19.0	Prodigal_v2.6.3	scaffold_1970
1_32	26080	26334	-	2.4	Prodigal_v2.6.3	scaffold_1970
1_33	26814	26960	+	7.0	Prodigal_v2.6.3	scaffold_1970
1_34	26985	27461	+	37.5	Prodigal_v2.6.3	scaffold_1970
1_35	27610	28146	+	28.0	Prodigal_v2.6.3	scaffold_1970
1_36	28088	28576	+	21.5	Prodigal_v2.6.3	scaffold_1970
1_37	28614	29039	+	25.9	Prodigal_v2.6.3	scaffold_1970
1_38	29023	29658	+	46.9	Prodigal_v2.6.3	scaffold_1970
1_39	29683	30195	+	37.7	Prodigal_v2.6.3	scaffold_1970
1_40	30134	30385	+	1.8	Prodigal_v2.6.3	scaffold_1970
1_41	30378	30752	+	52.1	Prodigal_v2.6.3	scaffold_1970
1_42	30766	31068	+	11.1	Prodigal_v2.6.3	scaffold_1970
1_43	31065	32267	+	90.6	Prodigal_v2.6.3	scaffold_1970
1_44	32264	32545	+	15.8	Prodigal_v2.6.3	scaffold_1970
1_45	32576	32977	+	5.3	Prodigal_v2.6.3	scaffold_1970
1_46	32974	34206	+	33.5	Prodigal_v2.6.3	scaffold_1970
1_47	34324	34632	+	7.6	Prodigal_v2.6.3	scaffold_1970
1_48	34755	35210	+	6.6	Prodigal_v2.6.3	scaffold_1970
1_49	35186	35689	+	40.2	Prodigal_v2.6.3	scaffold_1970
1_50	35679	36458	+	52.3	Prodigal_v2.6.3	scaffold_1970
1_51	36452	37102	+	45.2	Prodigal_v2.6.3	scaffold_1970
1_52	37115	37351	+	13.5	Prodigal_v2.6.3	scaffold_1970
1_53	37344	37511	+	7.0	Prodigal_v2.6.3	scaffold_1970
1_54	37504	38157	+	48.5	Prodigal_v2.6.3	scaffold_1970
1_55	38765	38902	+	1.9	Prodigal_v2.6.3	scaffold_1970
1_56	39179	40033	+	16.2	Prodigal_v2.6.3	scaffold_1970
1_57	40036	40362	+	17.1	Prodigal_v2.6.3	scaffold_1970
1_58	40390	41091	+	40.1	Prodigal_v2.6.3	scaffold_1970
1_59	41101	41397	+	21.0	Prodigal_v2.6.3	scaffold_1970
1_60	41683	42039	+	8.1	Prodigal_v2.6.3	scaffold_1970
1_61	42044	42400	+	25.4	Prodigal_v2.6.3	scaffold_1970
1_62	42435	43004	-	0.5	Prodigal_v2.6.3	scaffold_1970
1_63	43153	43635	-	26.8	Prodigal_v2.6.3	scaffold_1970
