#id:	contig_2833
#START	STOP	FRAME	CONTIG	SCORE
598	2	-	contig_2833	-144605.9287174348531903208390	
759	595	-	contig_2833	-117.9576643013972698310891225	
2394	859	-	contig_2833	-841089348763.5119703465578510	
3407	2394	-	contig_2833	-3392020040.003023836269811826	
5177	3414	-	contig_2833	-7943441094273416.663189700225	
5369	5181	-	contig_2833	-44.32845521633348323877712600	
8938	5468	-	contig_2833	-1.994335724391353179108387412E+32	
9486	8953	-	contig_2833	-9337.566264356219695145478529	
10121	9489	-	contig_2833	-1342769.248960179166532302295	
10532	10254	-	contig_2833	-806.1817433616209272475730458	
10996	10556	-	contig_2833	-130655.9003784435322435975754	
