locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKGPDKJN_00001	CDS	270				hypothetical protein
HKGPDKJN_00002	CDS	1227				hypothetical protein
HKGPDKJN_00003	CDS	666				hypothetical protein
HKGPDKJN_00004	CDS	1215				hypothetical protein
HKGPDKJN_00005	CDS	180				hypothetical protein
HKGPDKJN_00006	CDS	561				hypothetical protein
HKGPDKJN_00007	CDS	363				hypothetical protein
HKGPDKJN_00008	CDS	459				hypothetical protein
HKGPDKJN_00009	CDS	411				hypothetical protein
HKGPDKJN_00010	CDS	465				hypothetical protein
HKGPDKJN_00011	CDS	426				hypothetical protein
HKGPDKJN_00012	CDS	168				hypothetical protein
HKGPDKJN_00013	CDS	426				hypothetical protein
HKGPDKJN_00014	CDS	441				hypothetical protein
HKGPDKJN_00015	CDS	504				hypothetical protein
HKGPDKJN_00016	CDS	1575				hypothetical protein
HKGPDKJN_00017	CDS	441				hypothetical protein
HKGPDKJN_00018	CDS	426				hypothetical protein
HKGPDKJN_00019	CDS	168				hypothetical protein
HKGPDKJN_00020	CDS	426				hypothetical protein
HKGPDKJN_00021	CDS	465				hypothetical protein
HKGPDKJN_00022	CDS	411				hypothetical protein
HKGPDKJN_00023	CDS	459				hypothetical protein
HKGPDKJN_00024	CDS	363				hypothetical protein
HKGPDKJN_00025	CDS	561				hypothetical protein
HKGPDKJN_00026	CDS	180				hypothetical protein
HKGPDKJN_00027	CDS	894				hypothetical protein
