locus_tag	ftype	length_bp	gene	EC_number	COG	product
KKOGLKFP_00001	CDS	351				hypothetical protein
KKOGLKFP_00002	CDS	267				hypothetical protein
KKOGLKFP_00003	CDS	366				hypothetical protein
KKOGLKFP_00004	CDS	333				hypothetical protein
KKOGLKFP_00005	CDS	429				hypothetical protein
KKOGLKFP_00006	CDS	165				hypothetical protein
KKOGLKFP_00007	CDS	399				hypothetical protein
KKOGLKFP_00008	CDS	264				hypothetical protein
KKOGLKFP_00009	CDS	438				hypothetical protein
KKOGLKFP_00010	CDS	1119				hypothetical protein
KKOGLKFP_00011	CDS	327				hypothetical protein
KKOGLKFP_00012	CDS	303				hypothetical protein
KKOGLKFP_00013	CDS	231				hypothetical protein
KKOGLKFP_00014	CDS	360				hypothetical protein
KKOGLKFP_00015	CDS	672	xerC			Tyrosine recombinase XerC
KKOGLKFP_00016	CDS	480				hypothetical protein
KKOGLKFP_00017	CDS	804				hypothetical protein
KKOGLKFP_00018	CDS	207				hypothetical protein
