locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLAEGKDC_00001	CDS	1380				hypothetical protein
LLAEGKDC_00002	CDS	729				hypothetical protein
LLAEGKDC_00003	CDS	141				hypothetical protein
LLAEGKDC_00004	CDS	354				hypothetical protein
LLAEGKDC_00005	CDS	582				hypothetical protein
LLAEGKDC_00006	CDS	270				hypothetical protein
LLAEGKDC_00007	CDS	264				hypothetical protein
LLAEGKDC_00008	CDS	1293				hypothetical protein
LLAEGKDC_00009	CDS	483				hypothetical protein
LLAEGKDC_00010	CDS	972				hypothetical protein
LLAEGKDC_00011	CDS	336				hypothetical protein
LLAEGKDC_00012	CDS	381				hypothetical protein
LLAEGKDC_00013	CDS	459				hypothetical protein
LLAEGKDC_00014	CDS	357				hypothetical protein
LLAEGKDC_00015	CDS	354				hypothetical protein
LLAEGKDC_00016	CDS	1551				hypothetical protein
LLAEGKDC_00017	CDS	423				hypothetical protein
LLAEGKDC_00018	CDS	447				hypothetical protein
LLAEGKDC_00019	CDS	123				hypothetical protein
LLAEGKDC_00020	CDS	1656				hypothetical protein
LLAEGKDC_00021	CDS	516				hypothetical protein
