#id:	circular_pair_2880
#START	STOP	FRAME	CONTIG	SCORE
121	2	-	circular_pair_2880	-2.008685560687526259011526372	
366	160	-	circular_pair_2880	-70.64239393435354033634571390	
570	442	-	circular_pair_2880	-0.4791370621445508589063873620	
674	534	-	circular_pair_2880	-0.4343966948265516696452096444	
968	696	-	circular_pair_2880	-4.554871529047813876640751149	
1283	1059	-	circular_pair_2880	-89.05239052984216081898867025	
1659	1411	-	circular_pair_2880	-3.135722849345391263100891550	
2136	1726	-	circular_pair_2880	-347.2950306360555852392679324	
2391	2152	-	circular_pair_2880	-43.58544984210390682137773868	
2811	2497	-	circular_pair_2880	-65.75090696290246094876172367	
