locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIMOEGPK_00001	CDS	408				hypothetical protein
AIMOEGPK_00002	CDS	354				hypothetical protein
AIMOEGPK_00003	CDS	378				hypothetical protein
AIMOEGPK_00004	CDS	462				hypothetical protein
AIMOEGPK_00005	CDS	411				hypothetical protein
AIMOEGPK_00006	CDS	294				hypothetical protein
AIMOEGPK_00007	CDS	270				hypothetical protein
AIMOEGPK_00008	CDS	237				hypothetical protein
AIMOEGPK_00009	CDS	234				hypothetical protein
AIMOEGPK_00010	CDS	342				hypothetical protein
AIMOEGPK_00011	CDS	393				hypothetical protein
AIMOEGPK_00012	CDS	279				hypothetical protein
AIMOEGPK_00013	CDS	444				hypothetical protein
AIMOEGPK_00014	CDS	180				hypothetical protein
AIMOEGPK_00015	CDS	294				hypothetical protein
AIMOEGPK_00016	CDS	192				hypothetical protein
AIMOEGPK_00017	CDS	870				hypothetical protein
AIMOEGPK_00018	CDS	369				Single-stranded DNA-binding protein
AIMOEGPK_00019	CDS	381				hypothetical protein
AIMOEGPK_00020	CDS	594				hypothetical protein
AIMOEGPK_00021	CDS	300				hypothetical protein
AIMOEGPK_00022	CDS	591				hypothetical protein
AIMOEGPK_00023	CDS	297				hypothetical protein
AIMOEGPK_00024	CDS	171				hypothetical protein
AIMOEGPK_00025	CDS	378				hypothetical protein
AIMOEGPK_00026	CDS	381				hypothetical protein
AIMOEGPK_00027	CDS	303				hypothetical protein
AIMOEGPK_00028	CDS	684				hypothetical protein
AIMOEGPK_00029	CDS	306				hypothetical protein
AIMOEGPK_00030	CDS	297				hypothetical protein
AIMOEGPK_00031	CDS	261				hypothetical protein
AIMOEGPK_00032	CDS	471				hypothetical protein
AIMOEGPK_00033	CDS	342				hypothetical protein
AIMOEGPK_00034	CDS	405				hypothetical protein
AIMOEGPK_00035	CDS	423				hypothetical protein
AIMOEGPK_00036	CDS	1287			COG1783	putative protein
AIMOEGPK_00037	CDS	2184				hypothetical protein
AIMOEGPK_00038	CDS	1971				hypothetical protein
AIMOEGPK_00039	CDS	696				hypothetical protein
AIMOEGPK_00040	CDS	384				hypothetical protein
AIMOEGPK_00041	CDS	339				hypothetical protein
AIMOEGPK_00042	CDS	462				hypothetical protein
AIMOEGPK_00043	CDS	612				hypothetical protein
AIMOEGPK_00044	CDS	393				hypothetical protein
AIMOEGPK_00045	CDS	354				hypothetical protein
AIMOEGPK_00046	CDS	2868				hypothetical protein
AIMOEGPK_00047	CDS	930				hypothetical protein
AIMOEGPK_00048	CDS	1107				hypothetical protein
AIMOEGPK_00049	CDS	591				hypothetical protein
AIMOEGPK_00050	CDS	945				hypothetical protein
AIMOEGPK_00051	CDS	282				hypothetical protein
AIMOEGPK_00052	CDS	333				hypothetical protein
