ID	START	STOP	STRAND	SCORE	METHOD	CONTIG
1_1	2	421	-	52.3	Prodigal_v2.6.3	contig_1900
1_2	998	1279	-	18.4	Prodigal_v2.6.3	contig_1900
1_3	1558	1878	-	21.5	Prodigal_v2.6.3	contig_1900
1_4	1860	1970	-	2.3	Prodigal_v2.6.3	contig_1900
1_5	1957	2118	-	16.7	Prodigal_v2.6.3	contig_1900
1_6	2393	2554	+	15.0	Prodigal_v2.6.3	contig_1900
1_7	2541	2651	+	3.3	Prodigal_v2.6.3	contig_1900
1_8	2636	3511	+	96.7	Prodigal_v2.6.3	contig_1900
1_9	3483	3986	+	54.3	Prodigal_v2.6.3	contig_1900
1_10	4083	4265	+	21.0	Prodigal_v2.6.3	contig_1900
1_11	4258	4740	+	67.3	Prodigal_v2.6.3	contig_1900
1_12	4749	5192	+	28.0	Prodigal_v2.6.3	contig_1900
1_13	5252	6859	+	89.3	Prodigal_v2.6.3	contig_1900
1_14	6898	7320	+	51.3	Prodigal_v2.6.3	contig_1900
1_15	7310	7534	+	20.9	Prodigal_v2.6.3	contig_1900
1_16	7597	8199	+	49.8	Prodigal_v2.6.3	contig_1900
1_17	8202	8972	+	87.5	Prodigal_v2.6.3	contig_1900
1_18	9017	9331	+	26.2	Prodigal_v2.6.3	contig_1900
1_19	9404	9757	+	29.6	Prodigal_v2.6.3	contig_1900
1_20	9842	10393	+	41.5	Prodigal_v2.6.3	contig_1900
1_21	10334	10807	-	12.4	Prodigal_v2.6.3	contig_1900
orf00002	575	697	-	3.96	glimmer3	contig_1900
orf00004	849	962	-	2.95	glimmer3	contig_1900
orf00005	998	1261	-	4.93	glimmer3	contig_1900
orf00006	1558	1878	-	11.82	glimmer3	contig_1900
orf00007	1957	2118	-	4.37	glimmer3	contig_1900
orf00008	2085	2210	+	0.55	glimmer3	contig_1900
orf00009	2393	2554	+	4.19	glimmer3	contig_1900
orf00011	2636	3511	+	9.12	glimmer3	contig_1900
orf00012	3483	3986	+	7.29	glimmer3	contig_1900
orf00013	4104	4265	+	5.26	glimmer3	contig_1900
orf00014	4258	4740	+	6.44	glimmer3	contig_1900
orf00015	4749	5192	+	5.25	glimmer3	contig_1900
orf00018	5252	6859	+	2.97	glimmer3	contig_1900
orf00019	6898	7320	+	8.32	glimmer3	contig_1900
orf00020	7328	7534	+	1.75	glimmer3	contig_1900
orf00021	7597	8199	+	7.29	glimmer3	contig_1900
orf00022	8202	8972	+	8.33	glimmer3	contig_1900
orf00023	9017	9331	+	7.48	glimmer3	contig_1900
orf00024	9404	9757	+	8.78	glimmer3	contig_1900
orf00027	10334	421	-	2.94	glimmer3	contig_1900
NA	421	2	-	NA	PHANOTATE	contig_1900
NA	578	477	-	NA	PHANOTATE	contig_1900
NA	735	640	-	NA	PHANOTATE	contig_1900
NA	823	725	-	NA	PHANOTATE	contig_1900
NA	962	849	-	NA	PHANOTATE	contig_1900
NA	1279	998	-	NA	PHANOTATE	contig_1900
NA	1260	1349	+	NA	PHANOTATE	contig_1900
NA	1878	1558	-	NA	PHANOTATE	contig_1900
NA	1970	1860	-	NA	PHANOTATE	contig_1900
NA	2118	1957	-	NA	PHANOTATE	contig_1900
NA	2221	2325	+	NA	PHANOTATE	contig_1900
NA	2393	2554	+	NA	PHANOTATE	contig_1900
NA	2541	2651	+	NA	PHANOTATE	contig_1900
NA	2636	3511	+	NA	PHANOTATE	contig_1900
NA	3483	3986	+	NA	PHANOTATE	contig_1900
NA	4083	4265	+	NA	PHANOTATE	contig_1900
NA	4258	4740	+	NA	PHANOTATE	contig_1900
NA	4749	5192	+	NA	PHANOTATE	contig_1900
NA	5252	6859	+	NA	PHANOTATE	contig_1900
NA	6898	7320	+	NA	PHANOTATE	contig_1900
NA	7310	7534	+	NA	PHANOTATE	contig_1900
NA	7597	8199	+	NA	PHANOTATE	contig_1900
NA	8202	8972	+	NA	PHANOTATE	contig_1900
NA	9017	9331	+	NA	PHANOTATE	contig_1900
NA	9404	9757	+	NA	PHANOTATE	contig_1900
NA	9842	10393	+	NA	PHANOTATE	contig_1900
NA	10750	10334	-	NA	PHANOTATE	contig_1900
